System,User,Operation,Object,Date,Time
PM,mwarzycha,LOGON,none,2020-01-23,11:38:39
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-23,11:39:15
PM,apuzon,UPDATE,PAYMENTS,2020-01-23,11:39:49
PM,ktarnows,LOGON,none,2020-01-23,11:42:12
PM,amaly,LOGOFF,none,2020-01-23,11:43:41
PM,app,LOGOFF,none,2020-01-23,11:44:41
PM,amaly,LOGON,none,2020-01-23,11:46:11
PM,tlalka,LOGOFF,none,2020-01-23,11:47:17
SALES,mwarzycha,DELETE,DISTRIBUTORS,2020-01-23,11:50:29
SALES,mwarzycha,UPDATE,DISTRIBUTORS,2020-01-23,11:51:42
PM,amaly,LOGOFF,none,2020-01-23,11:52:00
PM,tlalka,LOGON,none,2020-01-23,11:53:43
PM,anowotworski,SELECT,ASSIGNMENTS,2020-01-23,11:55:06
PM,amaly,LOGON,none,2020-01-23,11:59:31
SALES,gostrow,UPDATE,WAREHOUSES,2020-01-23,11:59:43
PM,amaly,LOGOFF,none,2020-01-23,12:01:31
PM,aosinska,SELECT,PAYMENTS,2020-01-23,12:01:52
PM,apuzon,SELECT,PAYMENTS,2020-01-23,12:02:22
PM,mwarzycha,UPDATE,DIVISIONS,2020-01-23,12:02:49
PM,app,LOGON,none,2020-01-23,12:10:26
PM,mszkopianski,LOGOFF,none,2020-01-23,12:11:17
PM,ktarnows,LOGOFF,none,2020-01-23,12:12:18
PM,amaly,LOGON,none,2020-01-23,12:13:50
PM,apuzon,UPDATE,PAYMENTS,2020-01-23,12:16:32
PM,mwyjko,UPDATE,TASKS,2020-01-23,12:16:41
PM,mwarzycha,DELETE,EMPLOYEES,2020-01-23,12:17:16
SALES,sbaszel,INSERT,PRODUCTS,2020-01-23,12:19:12
PM,rbielik,LOGOFF,none,2020-01-23,12:19:13
SALES,app,UPDATE,ORDERS,2020-01-23,12:19:56
PM,apuzon,LOGOFF,none,2020-01-23,12:20:59
SALES,app,UPDATE,ORDERS,2020-01-23,12:23:00
PM,anowotworski,SELECT,ASSIGNMENTS,2020-01-23,12:23:27
PM,mszkopianski,LOGON,none,2020-01-23,12:23:55
PM,apuzon,LOGON,none,2020-01-23,12:24:19
SALES,sbaszel,INSERT,PRODUCTS,2020-01-23,12:25:47
PM,amaly,LOGOFF,none,2020-01-23,12:25:53
PM,jsmidt,LOGON,none,2020-01-23,12:26:23
PM,ktarnows,LOGON,none,2020-01-23,12:27:25
SALES,app,INSERT,ORDERS,2020-01-23,12:29:26
PM,mszkopianski,LOGOFF,none,2020-01-23,12:32:01
PM,aosinska,INSERT,PROJECTS,2020-01-23,12:32:39
SALES,sbaszel,INSERT,WAREHOUSES,2020-01-23,12:32:45
PM,kuszka,LOGON,none,2020-01-23,12:35:41
PM,mwarzycha,UPDATE,EXPERIENCES,2020-01-23,12:37:01
PM,tlalka,SELECT,TASKS,2020-01-23,12:43:36
PM,amaly,LOGON,none,2020-01-23,12:46:45
SALES,apuzon,SELECT,ORDERS,2020-01-23,12:48:35
PM,kuszka,UPDATE,CLIENTS,2020-01-23,12:49:18
PM,aosinska,DELETE,PROJECTS,2020-01-23,12:49:49
PM,ktarnows,LOGOFF,none,2020-01-23,12:50:32
PM,mszkopianski,LOGON,none,2020-01-23,12:52:19
PM,aosinska,DELETE,PROJECT_DETAILS,2020-01-23,12:52:57
PM,apuzon,SELECT,PAYMENTS,2020-01-23,12:54:11
PM,amaly,LOGOFF,none,2020-01-23,12:58:07
PM,mwarzycha,LOGOFF,none,2020-01-23,13:00:00
PM,gnyski,UPDATE,CUSTOMERS,2020-01-23,13:00:39
PM,zfenicki,LOGON,none,2020-01-23,13:04:06
PM,gostrow,LOGOFF,none,2020-01-23,13:05:17
SALES,app,DELETE,ORDERS,2020-01-23,13:05:35
PM,ktarnows,LOGON,none,2020-01-23,13:11:44
PM,mwarzycha,LOGON,none,2020-01-23,13:12:06
SALES,app,INSERT,ORDERS,2020-01-23,13:12:30
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-01-23,13:13:15
SALES,sbaszel,DELETE,WAREHOUSES,2020-01-23,13:13:48
PM,ktarnows,ALTER,DEPARTMENTS,2020-01-23,13:14:18
PM,zkrepy,LOGON,none,2020-01-23,13:15:27
SALES,sbaszel,SELECT,PRODUCTS,2020-01-23,13:17:11
PM,app,LOGOFF,none,2020-01-23,13:17:36
PM,amaly,LOGON,none,2020-01-23,13:34:56
PM,rbielik,LOGON,none,2020-01-23,13:35:07
PM,gostrow,LOGON,none,2020-01-23,13:35:15
PM,mwarzycha,SELECT,DIVISIONS,2020-01-23,13:36:59
PM,amaly,LOGOFF,none,2020-01-23,13:37:03
SALES,mwarzycha,UPDATE,DISTRIBUTORS,2020-01-23,13:38:07
PM,aosinska,DELETE,PROJECT_TYPE,2020-01-23,13:38:58
PM,zfenicki,SELECT,SKILLS,2020-01-23,13:39:47
PM,apuzon,INSERT,PAYMENTS,2020-01-23,13:43:06
SALES,gostrow,SELECT,WAREHOUSES,2020-01-23,13:44:37
PM,kuszka,LOGOFF,none,2020-01-23,13:47:21
PM,apuzon,LOGOFF,none,2020-01-23,13:47:47
PM,ktarnows,ALTER,SKILLS,2020-01-23,13:51:35
SALES,rbielik,SELECT,ORDERS,2020-01-23,13:51:45
PM,aosinska,INSERT,PROJECT_CATEGORY,2020-01-23,13:52:01
PM,gostrow,LOGOFF,none,2020-01-23,13:53:19
PM,tlalka,LOGOFF,none,2020-01-23,13:53:44
PM,apuzon,LOGON,none,2020-01-23,13:56:53
PM,kespiel,LOGON,none,2020-01-23,14:00:46
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-23,14:02:16
PM,pskala,LOGOFF,none,2020-01-23,14:02:37
PM,rbielik,LOGOFF,none,2020-01-23,14:03:40
SALES,sbaszel,DELETE,PRODUCTS,2020-01-23,14:04:06
PM,mjarcinska,LOGON,none,2020-01-23,14:04:45
PM,mwarzycha,DELETE,EXPERIENCES,2020-01-23,14:09:37
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-23,14:09:59
PM,aosinska,SELECT,PROJECT_CATEGORY,2020-01-23,14:10:01
PM,mjarcinska,DELETE,PROJECT_STATUS,2020-01-23,14:13:10
PM,kespiel,CREATE ROLE,none,2020-01-23,14:13:48
PM,gnyski,SELECT,CUSTOMERS,2020-01-23,14:14:05
PM,gnyski,DELETE,CLIENTS,2020-01-23,14:14:24
PM,kespiel,DROP USER,none,2020-01-23,14:15:30
PM,amaly,LOGON,none,2020-01-23,14:16:07
PM,app,LOGON,none,2020-01-23,14:17:44
PM,gostrow,LOGON,none,2020-01-23,14:20:09
SALES,gnyski,SELECT,WAREHOUSES,2020-01-23,14:21:02
PM,kespiel,LOGOFF,none,2020-01-23,14:23:24
PM,gostrow,LOGOFF,none,2020-01-23,14:24:56
PM,jsmidt,SELECT,TASKS,2020-01-23,14:26:12
PM,mwarzycha,LOGOFF,none,2020-01-23,14:28:02
PM,mwarzycha,LOGON,none,2020-01-23,14:29:25
PM,mwarzycha,INSERT,SKILLS,2020-01-23,14:32:47
PM,mszkopianski,SET ROLE,none,2020-01-23,14:34:16
PM,mwyjko,SELECT,CUSTOMERS,2020-01-23,14:36:04
PM,mwarzycha,LOGOFF,none,2020-01-23,14:36:43
SALES,sbaszel,INSERT,PRODUCTS,2020-01-23,14:36:48
PM,mwarzycha,LOGON,none,2020-01-23,14:37:36
PM,amaly,SELECT,CUSTOMERS,2020-01-23,14:37:58
SALES,gnyski,INSERT,ORDERS,2020-01-23,14:40:04
PM,mszkopianski,ALTER USER,none,2020-01-23,14:40:37
PM,amaly,LOGOFF,none,2020-01-23,14:41:45
PM,kuszka,LOGON,none,2020-01-23,14:42:24
PM,mwarzycha,DELETE,EMPLOYEES,2020-01-23,14:42:50
PM,amaly,LOGON,none,2020-01-23,14:56:25
PM,ktarnows,ALTER,ASSIGNMENTS,2020-01-23,14:57:07
PM,gostrow,LOGON,none,2020-01-23,14:57:34
PM,kuszka,SELECT,CLIENTS,2020-01-23,15:00:44
PM,kespiel,LOGON,none,2020-01-23,15:01:01
PM,anowotworski,SELECT,ASSIGNMENTS,2020-01-23,15:04:02
SALES,app,UPDATE,ORDERS,2020-01-23,15:05:58
PM,mwarzycha,INSERT,DIVISIONS,2020-01-23,15:06:19
PM,apuzon,DELETE,PAYMENTS,2020-01-23,15:06:20
PM,tlalka,LOGON,none,2020-01-23,15:07:39
PM,aosinska,SELECT,PROJECT_CATEGORY,2020-01-23,15:08:01
PM,mszkopianski,SET ROLE,none,2020-01-23,15:09:26
PM,mszkopianski,SET ROLE,none,2020-01-23,15:12:12
PM,apuzon,DELETE,PAYMENTS,2020-01-23,15:13:07
PM,ktarnows,LOGOFF,none,2020-01-23,15:14:51
PM,mwarzycha,SELECT,EXPERIENCES,2020-01-23,15:17:06
SALES,app,DELETE,ORDERS,2020-01-23,15:18:47
PM,rbielik,LOGON,none,2020-01-23,15:18:59
PM,sbaszel,LOGOFF,none,2020-01-23,15:19:26
PM,sbaszel,LOGON,none,2020-01-23,15:20:20
PM,apuzon,DELETE,PAYMENTS,2020-01-23,15:22:07
PM,aosinska,DELETE,PROJECT_DETAILS,2020-01-23,15:22:10
PM,aosinska,LOGOFF,none,2020-01-23,15:23:52
PM,amaly,LOGOFF,none,2020-01-23,15:24:36
SALES,sbaszel,INSERT,WAREHOUSES,2020-01-23,15:24:54
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-23,15:24:59
PM,kuszka,UPDATE,CLIENTS,2020-01-23,15:27:49
PM,sbaszel,LOGOFF,none,2020-01-23,15:29:46
PM,mwarzycha,INSERT,SKILLS,2020-01-23,15:29:46
PM,aosinska,LOGON,none,2020-01-23,15:30:19
PM,mjarcinska,INSERT,ASSIGNMENTS,2020-01-23,15:31:08
PM,amaly,LOGON,none,2020-01-23,15:33:36
PM,apuzon,DELETE,PAYMENTS,2020-01-23,15:35:31
SALES,gostrow,SELECT,WAREHOUSES,2020-01-23,15:37:29
PM,ktarnows,LOGON,none,2020-01-23,15:39:20
PM,jsmidt,SELECT,TASKS,2020-01-23,15:42:10
PM,apuzon,UPDATE,PAYMENTS,2020-01-23,15:43:55
PM,jsmidt,LOGOFF,none,2020-01-23,15:45:18
PM,gnyski,INSERT,CUSTOMERS,2020-01-23,15:46:49
PM,gostrow,LOGOFF,none,2020-01-23,15:47:30
PM,adynka,SELECT,ASSIGNMENTS,2020-01-23,15:49:38
PM,sbaszel,LOGON,none,2020-01-23,15:52:15
PM,gostrow,LOGON,none,2020-01-23,15:52:22
PM,apuzon,INSERT,PAYMENTS,2020-01-23,15:53:51
SALES,rbielik,SELECT,ORDERS,2020-01-23,15:55:04
PM,apuzon,UPDATE,PAYMENTS,2020-01-23,15:55:33
SALES,sbaszel,SELECT,PRODUCTS,2020-01-23,15:56:51
PM,ktarnows,LOGOFF,none,2020-01-23,16:00:19
PM,gostrow,LOGOFF,none,2020-01-23,16:00:54
PM,kespiel,CREATE TABLE,none,2020-01-23,16:02:42
SALES,app,UPDATE,ORDERS,2020-01-23,16:03:10
PM,mwyjko,LOGOFF,none,2020-01-23,16:03:36
SALES,zfenicki,UPDATE,PRODUCTS,2020-01-23,16:07:37
PM,apuzon,DELETE,PAYMENTS,2020-01-23,16:09:23
PM,mwarzycha,INSERT,EMPLOYEES,2020-01-23,16:10:44
PM,amaly,LOGOFF,none,2020-01-23,16:10:45
PM,aosinska,INSERT,PROJECT_CATEGORY,2020-01-23,16:11:32
PM,apuzon,DELETE,PAYMENTS,2020-01-23,16:13:04
PM,amaly,LOGON,none,2020-01-23,16:15:46
PM,aosinska,SELECT,PROJECT_STATUS,2020-01-23,16:17:22
PM,anowotworski,SELECT,ASSIGNMENTS,2020-01-23,16:21:06
SALES,sbaszel,SELECT,PRODUCTS,2020-01-23,16:23:41
PM,mjarcinska,LOGOFF,none,2020-01-23,16:25:46
PM,kespiel,SET ROLE,none,2020-01-23,16:28:00
PM,pskala,LOGON,none,2020-01-23,16:37:43
PM,mszkopianski,ALTER USER,none,2020-01-23,16:39:36
PM,amaly,LOGOFF,none,2020-01-23,16:40:47
PM,ktarnows,LOGON,none,2020-01-23,16:42:05
PM,amaly,LOGON,none,2020-01-23,16:42:36
PM,zfenicki,SELECT,ASSIGNMENTS,2020-01-23,16:43:00
PM,gnyski,DELETE,CLIENTS,2020-01-23,16:43:00
PM,pskala,SELECT,TASKS,2020-01-23,16:44:11
PM,mwyjko,LOGON,none,2020-01-23,16:44:13
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-23,16:45:00
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-23,16:45:36
PM,mwyjko,INSERT,PROJECT_DETAILS,2020-01-23,16:46:50
PM,apuzon,SELECT,PAYMENTS,2020-01-23,16:47:36
SALES,sbaszel,DELETE,PRODUCTS,2020-01-23,16:48:34
PM,jsmidt,LOGON,none,2020-01-23,16:48:45
PM,apuzon,INSERT,PAYMENTS,2020-01-23,16:49:45
PM,tlalka,SELECT,ASSIGNMENTS,2020-01-23,16:50:24
PM,ktarnows,LOGOFF,none,2020-01-23,16:51:03
PM,apuzon,SELECT,PAYMENTS,2020-01-23,16:52:06
PM,aosinska,LOGOFF,none,2020-01-23,16:54:16
PM,apuzon,SELECT,PAYMENTS,2020-01-23,16:54:22
SALES,amaly,SELECT,DISTRIBUTORS,2020-01-23,16:54:31
PM,mszkopianski,CREATE ROLE,none,2020-01-23,16:56:05
SALES,sbaszel,DELETE,PRODUCTS,2020-01-24,09:02:15
PM,kespiel,ALTER USER,none,2020-01-24,09:02:22
PM,zkrepy,SELECT,TASKS,2020-01-24,09:02:48
SALES,gnyski,SELECT,WAREHOUSES,2020-01-24,09:04:23
PM,ktarnows,LOGON,none,2020-01-24,09:05:34
PM,gnyski,UPDATE,CUSTOMERS,2020-01-24,09:07:07
PM,mwarzycha,SELECT,DEPARTMENTS,2020-01-24,09:07:11
PM,mszkopianski,CREATE ROLE,none,2020-01-24,09:07:41
PM,gnyski,LOGOFF,none,2020-01-24,09:08:29
PM,mwarzycha,SELECT,DEPARTMENTS,2020-01-24,09:10:06
PM,mwarzycha,UPDATE,EMPLOYEES,2020-01-24,09:10:12
PM,zkrepy,LOGOFF,none,2020-01-24,09:11:27
SALES,apuzon,SELECT,ORDERS,2020-01-24,09:14:30
PM,kespiel,CREATE TABLE,none,2020-01-24,09:20:17
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-24,09:22:59
PM,adynka,SELECT,TASKS,2020-01-24,09:24:07
PM,adynka,SELECT,ASSIGNMENTS,2020-01-24,09:24:53
SALES,sbaszel,DELETE,PRODUCTS,2020-01-24,09:26:45
PM,kuszka,INSERT,CLIENTS,2020-01-24,09:27:37
PM,kuszka,DELETE,CUSTOMERS,2020-01-24,09:31:02
PM,gostrow,LOGON,none,2020-01-24,09:31:29
PM,mjarcinska,LOGON,none,2020-01-24,09:32:04
PM,gnyski,LOGON,none,2020-01-24,09:32:35
PM,zfenicki,LOGOFF,none,2020-01-24,09:34:44
PM,gostrow,LOGOFF,none,2020-01-24,09:34:56
SALES,apuzon,SELECT,ORDERS,2020-01-24,09:36:13
PM,kespiel,ALTER USER,none,2020-01-24,09:36:56
PM,kespiel,LOGOFF,none,2020-01-24,09:37:41
PM,pskala,SELECT,TASKS,2020-01-24,09:38:40
PM,mwarzycha,UPDATE,SKILLS,2020-01-24,09:41:10
PM,aosinska,LOGON,none,2020-01-24,09:41:56
SALES,app,DELETE,ORDERS,2020-01-24,09:42:54
PM,sbaszel,LOGOFF,none,2020-01-24,09:43:52
PM,amaly,LOGOFF,none,2020-01-24,09:46:49
PM,zfenicki,LOGON,none,2020-01-24,09:49:16
PM,mjarcinska,UPDATE,PROJECTS,2020-01-24,09:53:47
PM,amaly,LOGON,none,2020-01-24,10:02:41
PM,gostrow,LOGON,none,2020-01-24,10:03:42
PM,aosinska,INSERT,PROJECT_TYPE,2020-01-24,10:10:25
PM,sbaszel,LOGON,none,2020-01-24,10:16:13
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-01-24,10:19:19
PM,kespiel,LOGON,none,2020-01-24,10:20:52
SALES,kuszka,SELECT,ORDERS,2020-01-24,10:21:06
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-01-24,10:23:24
PM,kespiel,SET ROLE,none,2020-01-24,10:23:49
SALES,gnyski,INSERT,ORDERS,2020-01-24,10:25:23
PM,sbaszel,LOGOFF,none,2020-01-24,10:25:32
SALES,gnyski,SELECT,WAREHOUSES,2020-01-24,10:28:24
PM,kespiel,SET ROLE,none,2020-01-24,10:30:36
SALES,app,SELECT,ORDERS,2020-01-24,10:38:00
SALES,gostrow,UPDATE,WAREHOUSES,2020-01-24,10:38:57
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-24,10:39:51
PM,ktarnows,LOGOFF,none,2020-01-24,10:40:03
PM,mwyjko,DELETE,TASKS,2020-01-24,10:40:28
SALES,app,UPDATE,ORDERS,2020-01-24,10:42:15
PM,ktarnows,LOGON,none,2020-01-24,10:43:43
SALES,app,DELETE,ORDERS,2020-01-24,10:50:08
PM,tlalka,SELECT,ASSIGNMENTS,2020-01-24,10:51:35
PM,adynka,LOGOFF,none,2020-01-24,10:51:47
PM,apuzon,DELETE,PAYMENTS,2020-01-24,10:53:24
PM,mszkopianski,SET ROLE,none,2020-01-24,10:54:03
PM,sbaszel,LOGON,none,2020-01-24,10:56:40
PM,apuzon,UPDATE,PAYMENTS,2020-01-24,10:58:49
PM,rbielik,LOGOFF,none,2020-01-24,11:00:28
PM,zfenicki,LOGOFF,none,2020-01-24,11:04:28
PM,aosinska,SELECT,PROJECT_TYPE,2020-01-24,11:05:55
PM,mwarzycha,SELECT,EXPERIENCES,2020-01-24,11:07:08
PM,mwyjko,UPDATE,PROJECT_DETAILS,2020-01-24,11:08:54
PM,aosinska,DELETE,PROJECT_DETAILS,2020-01-24,11:09:24
PM,mjarcinska,DELETE,ASSIGNMENTS,2020-01-24,11:14:16
PM,app,LOGOFF,none,2020-01-24,11:15:03
PM,ktarnows,LOGOFF,none,2020-01-24,11:16:26
PM,mjarcinska,UPDATE,TASKS,2020-01-24,11:17:50
PM,kespiel,SET ROLE,none,2020-01-24,11:18:53
PM,ktarnows,LOGON,none,2020-01-24,11:20:47
SALES,ktarnows,ALTER,WAREHOUSES,2020-01-24,11:21:20
PM,app,LOGON,none,2020-01-24,11:24:25
PM,amaly,LOGOFF,none,2020-01-24,11:25:18
SALES,gnyski,UPDATE,ORDERS,2020-01-24,11:28:33
PM,jsmidt,SELECT,TASKS,2020-01-24,11:28:49
PM,mwarzycha,LOGOFF,none,2020-01-24,11:29:49
SALES,app,SELECT,DISTRIBUTORS,2020-01-24,11:30:02
PM,aosinska,DELETE,PROJECTS,2020-01-24,11:30:13
PM,mszkopianski,LOGOFF,none,2020-01-24,11:31:07
SALES,ktarnows,ALTER,PRODUCTS,2020-01-24,11:33:36
PM,gnyski,DELETE,CUSTOMERS,2020-01-24,11:36:53
PM,apuzon,SELECT,PAYMENTS,2020-01-24,11:40:00
PM,gostrow,LOGOFF,none,2020-01-24,11:40:52
PM,mwyjko,DELETE,TASKS,2020-01-24,11:41:04
SALES,sbaszel,INSERT,WAREHOUSES,2020-01-24,11:41:45
SALES,ktarnows,ALTER,ORDERS,2020-01-24,11:46:27
PM,mwarzycha,LOGON,none,2020-01-24,11:47:24
PM,mjarcinska,SELECT,PROJECT_CATEGORY,2020-01-24,11:48:03
PM,mwarzycha,DELETE,DEPARTMENTS,2020-01-24,11:51:18
PM,aosinska,INSERT,PROJECT_TYPE,2020-01-24,11:51:30
PM,amaly,LOGON,none,2020-01-24,11:52:41
PM,gnyski,SELECT,CLIENTS,2020-01-24,11:53:18
SALES,mjarcinska,UPDATE,PRODUCTS,2020-01-24,11:54:55
PM,aosinska,UPDATE,PROJECT_DETAILS,2020-01-24,11:56:07
SALES,kuszka,SELECT,ORDERS,2020-01-24,11:56:25
PM,mwarzycha,LOGOFF,none,2020-01-24,11:57:25
PM,mszkopianski,LOGON,none,2020-01-24,11:58:55
SALES,amaly,SELECT,ORDERS,2020-01-24,11:59:48
PM,app,LOGOFF,none,2020-01-24,12:00:26
PM,aosinska,DELETE,PROJECT_TYPE,2020-01-24,12:06:30
PM,aosinska,DELETE,PROJECT_TYPE,2020-01-24,12:08:31
PM,kuszka,LOGOFF,none,2020-01-24,12:09:29
PM,app,LOGON,none,2020-01-24,12:10:24
PM,mwarzycha,LOGON,none,2020-01-24,12:11:36
SALES,mwarzycha,INSERT,DISTRIBUTORS,2020-01-24,12:11:55
PM,kespiel,DROP USER,none,2020-01-24,12:13:08
PM,zfenicki,LOGON,none,2020-01-24,12:16:01
PM,mjarcinska,DELETE,ASSIGNMENTS,2020-01-24,12:18:17
PM,jsmidt,SELECT,ASSIGNMENTS,2020-01-24,12:19:34
PM,gostrow,LOGON,none,2020-01-24,12:20:28
PM,mjarcinska,LOGOFF,none,2020-01-24,12:22:59
PM,zfenicki,SELECT,PROJECTS,2020-01-24,12:23:32
SALES,app,UPDATE,ORDERS,2020-01-24,12:24:14
SALES,app,SELECT,PRODUCTS,2020-01-24,12:25:24
SALES,amaly,SELECT,PRODUCTS,2020-01-24,12:25:39
SALES,sbaszel,DELETE,WAREHOUSES,2020-01-24,12:26:20
SALES,gostrow,UPDATE,WAREHOUSES,2020-01-24,12:31:45
PM,zfenicki,INSERT,PROJECT_STATUS,2020-01-24,12:32:52
PM,gnyski,DELETE,CUSTOMERS,2020-01-24,12:34:07
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-24,12:39:03
PM,zfenicki,SELECT,SKILLS,2020-01-24,12:45:29
SALES,amaly,SELECT,PRODUCTS,2020-01-24,12:49:04
PM,ktarnows,LOGOFF,none,2020-01-24,12:54:04
SALES,amaly,SELECT,ORDERS,2020-01-24,12:56:26
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-24,12:57:29
PM,mszkopianski,DROP USER,none,2020-01-24,12:57:53
PM,zfenicki,INSERT,PROJECT_STATUS,2020-01-24,12:58:43
PM,mszkopianski,LOGOFF,none,2020-01-24,12:58:55
PM,kespiel,DROP USER,none,2020-01-24,13:00:22
PM,anowotworski,SELECT,TASKS,2020-01-24,13:02:04
PM,apuzon,DELETE,PAYMENTS,2020-01-24,13:02:21
PM,jsmidt,SELECT,TASKS,2020-01-24,13:03:20
PM,zfenicki,INSERT,ASSIGNMENTS,2020-01-24,13:03:54
PM,anowotworski,SELECT,TASKS,2020-01-24,13:04:36
PM,amaly,LOGOFF,none,2020-01-24,13:11:06
PM,rbielik,LOGON,none,2020-01-24,13:11:59
SALES,sbaszel,DELETE,PRODUCTS,2020-01-24,13:14:05
PM,zfenicki,INSERT,PROJECT_STATUS,2020-01-24,13:16:47
PM,apuzon,INSERT,PAYMENTS,2020-01-24,13:17:57
SALES,mwarzycha,DELETE,DISTRIBUTORS,2020-01-24,13:19:19
SALES,app,UPDATE,ORDERS,2020-01-24,13:19:29
PM,amaly,LOGON,none,2020-01-24,13:19:41
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-01-24,13:22:54
PM,aosinska,DELETE,PROJECT_DETAILS,2020-01-24,13:23:27
PM,apuzon,LOGOFF,none,2020-01-24,13:26:01
PM,mwarzycha,INSERT,EMPLOYEES,2020-01-24,13:26:25
PM,mjarcinska,LOGON,none,2020-01-24,13:27:14
PM,aosinska,SELECT,PROJECTS,2020-01-24,13:29:20
PM,sbaszel,LOGOFF,none,2020-01-24,13:32:55
PM,kuszka,LOGON,none,2020-01-24,13:33:19
PM,mwyjko,SELECT,TASKS,2020-01-24,13:33:21
PM,ktarnows,LOGON,none,2020-01-24,13:37:33
PM,gnyski,UPDATE,CLIENTS,2020-01-24,13:39:09
PM,gnyski,LOGOFF,none,2020-01-24,13:39:49
SALES,ktarnows,ALTER,PRODUCTS,2020-01-24,13:41:16
PM,rbielik,LOGOFF,none,2020-01-24,13:42:28
PM,sbaszel,LOGON,none,2020-01-24,13:46:06
PM,ktarnows,ALTER,PROJECT_STATUS,2020-01-24,13:47:11
PM,kespiel,ALTER USER,none,2020-01-24,13:52:42
PM,pskala,LOGOFF,none,2020-01-24,13:54:30
SALES,app,SELECT,DISTRIBUTORS,2020-01-24,13:56:16
SALES,sbaszel,UPDATE,PRODUCTS,2020-01-24,14:00:35
PM,mwarzycha,SELECT,EXPERIENCES,2020-01-24,14:00:38
PM,aosinska,DELETE,PROJECT_DETAILS,2020-01-24,14:05:25
PM,ktarnows,LOGOFF,none,2020-01-24,14:07:37
PM,aosinska,DELETE,PROJECT_DETAILS,2020-01-24,14:10:00
PM,anowotworski,SELECT,ASSIGNMENTS,2020-01-24,14:10:40
PM,aosinska,LOGOFF,none,2020-01-24,14:10:47
PM,ktarnows,LOGON,none,2020-01-24,14:18:24
SALES,app,SELECT,PRODUCTS,2020-01-24,14:20:17
PM,ktarnows,LOGOFF,none,2020-01-24,14:21:14
PM,mwyjko,UPDATE,ASSIGNMENTS,2020-01-24,14:23:41
PM,zfenicki,SELECT,CUSTOMERS,2020-01-24,14:23:53
PM,ktarnows,LOGON,none,2020-01-24,14:24:13
PM,aosinska,LOGON,none,2020-01-24,14:24:52
PM,apuzon,LOGON,none,2020-01-24,14:25:27
PM,kuszka,LOGOFF,none,2020-01-24,14:28:04
PM,zfenicki,UPDATE,CLIENTS,2020-01-24,14:28:20
SALES,ktarnows,ALTER,WAREHOUSES,2020-01-24,14:30:10
PM,mjarcinska,LOGOFF,none,2020-01-24,14:31:45
PM,mwarzycha,LOGOFF,none,2020-01-24,14:39:16
PM,gnyski,LOGON,none,2020-01-24,14:39:33
PM,aosinska,UPDATE,PROJECT_TYPE,2020-01-24,14:39:54
PM,mwarzycha,LOGON,none,2020-01-24,14:40:41
PM,aosinska,INSERT,PROJECTS,2020-01-24,14:42:41
PM,pskala,LOGON,none,2020-01-24,14:42:57
SALES,ktarnows,ALTER,DISTRIBUTORS,2020-01-24,14:44:37
SALES,app,SELECT,PRODUCTS,2020-01-24,14:45:19
PM,adynka,LOGON,none,2020-01-24,14:46:06
SALES,app,UPDATE,ORDERS,2020-01-24,14:46:34
PM,kuszka,LOGON,none,2020-01-24,14:47:32
SALES,amaly,SELECT,ORDERS,2020-01-24,14:47:46
PM,gnyski,UPDATE,CUSTOMERS,2020-01-24,14:48:00
PM,kespiel,DROP USER,none,2020-01-24,14:49:38
PM,mszkopianski,LOGON,none,2020-01-24,14:55:33
PM,mjarcinska,LOGON,none,2020-01-24,14:56:00
PM,kuszka,SELECT,CLIENTS,2020-01-24,14:56:41
PM,apuzon,DELETE,PAYMENTS,2020-01-24,14:58:13
PM,kuszka,LOGOFF,none,2020-01-24,15:00:56
PM,pskala,SELECT,TASKS,2020-01-24,15:01:39
SALES,app,INSERT,ORDERS,2020-01-24,15:02:08
PM,amaly,LOGOFF,none,2020-01-24,15:03:04
PM,ktarnows,LOGOFF,none,2020-01-24,15:13:10
PM,ktarnows,LOGON,none,2020-01-24,15:14:54
PM,apuzon,UPDATE,PAYMENTS,2020-01-24,15:16:01
PM,aosinska,DELETE,PROJECT_DETAILS,2020-01-24,15:17:23
PM,kuszka,LOGON,none,2020-01-24,15:19:04
PM,aosinska,UPDATE,PROJECTS,2020-01-24,15:23:51
SALES,app,SELECT,DISTRIBUTORS,2020-01-24,15:26:03
PM,aosinska,INSERT,PROJECTS,2020-01-24,15:26:43
PM,mwyjko,SELECT,PROJECT_DETAILS,2020-01-24,15:27:23
PM,mwyjko,UPDATE,TASKS,2020-01-24,15:27:46
PM,adynka,SELECT,ASSIGNMENTS,2020-01-24,15:27:59
PM,mwarzycha,LOGOFF,none,2020-01-24,15:34:17
