System,User,Operation,Object,Date,Day,Time
1,17,5,13,20200224,1,143508
1,17,2,,20200224,1,143523
1,16,3,10,20200224,1,143549
1,17,1,,20200224,1,143621
1,6,3,3,20200224,1,143750
1,2,8,9,20200224,1,143813
1,14,1,,20200224,1,143839
1,2,8,9,20200224,1,143840
1,17,5,14,20200224,1,143918
1,7,2,,20200224,1,143921
2,21,3,15,20200224,1,144009
1,16,4,10,20200224,1,144012
1,4,2,,20200224,1,144020
2,15,3,18,20200224,1,144104
1,16,3,3,20200224,1,144148
1,7,1,,20200224,1,144201
1,10,12,,20200224,1,144256
2,14,3,18,20200224,1,144355
1,11,2,,20200224,1,144431
1,13,2,,20200224,1,144614
2,20,4,18,20200224,1,144641
1,10,13,,20200224,1,144714
1,22,1,,20200224,1,144804
1,4,1,,20200224,1,144809
1,10,13,,20200224,1,144906
2,18,8,16,20200224,1,144914
1,15,3,8,20200224,1,144936
2,22,3,18,20200224,1,144959
1,19,2,,20200224,1,145035
1,1,1,,20200224,1,145117
1,22,2,,20200224,1,145154
1,21,2,,20200224,1,145206
1,19,1,,20200224,1,145225
2,19,3,17,20200224,1,145250
1,17,2,,20200224,1,145358
1,6,3,3,20200224,1,145439
2,20,7,18,20200224,1,145523
1,1,7,10,20200224,1,145625
1,21,1,,20200224,1,145650
2,12,8,17,20200224,1,150035
1,21,2,,20200224,1,150035
1,7,2,,20200224,1,150041
1,12,2,,20200224,1,150213
1,11,1,,20200224,1,150334
1,17,1,,20200224,1,150447
1,14,3,11,20200224,1,150512
1,10,2,,20200224,1,150727
2,20,4,18,20200224,1,150753
1,19,2,,20200224,1,150825
1,15,7,8,20200224,1,150920
2,14,3,18,20200224,1,150925
1,12,1,,20200224,1,151009
2,18,3,15,20200224,1,151014
1,16,2,,20200224,1,151248
1,19,1,,20200224,1,151301
1,6,3,4,20200224,1,151303
1,22,1,,20200224,1,151356
1,17,5,14,20200224,1,151434
1,15,2,,20200224,1,151638
1,11,2,,20200224,1,151741
1,3,8,9,20200224,1,151821
1,22,2,,20200224,1,152020
1,19,2,,20200224,1,152040
1,11,1,,20200224,1,152214
1,15,1,,20200224,1,152215
1,17,2,,20200224,1,152218
1,19,1,,20200224,1,152306
1,10,1,,20200224,1,152347
1,10,11,,20200224,1,152350
1,20,2,,20200224,1,152516
1,9,1,,20200224,1,152550
1,19,2,,20200224,1,152624
1,16,1,,20200224,1,152641
1,14,2,,20200224,1,152720
2,15,3,18,20200224,1,152856
1,17,1,,20200224,1,152940
1,18,2,,20200224,1,152953
1,14,1,,20200224,1,153038
1,18,1,,20200224,1,153047
1,16,4,14,20200224,1,153107
2,18,7,15,20200224,1,153155
1,19,1,,20200224,1,153219
2,12,7,17,20200224,1,153220
1,16,3,19,20200224,1,153342
1,17,2,,20200224,1,153452
1,21,1,,20200224,1,153503
1,19,2,,20200224,1,153625
1,16,4,12,20200224,1,153901
2,21,3,15,20200224,1,153913
1,16,3,4,20200224,1,153944
1,10,13,,20200224,1,154128
1,19,1,,20200224,1,154156
1,18,2,,20200224,1,154219
1,15,8,8,20200224,1,154224
1,12,3,6,20200224,1,154227
1,7,1,,20200224,1,154240
1,20,1,,20200224,1,154305
1,15,3,8,20200224,1,154428
1,15,7,8,20200224,1,154510
2,20,7,18,20200224,1,154523
1,7,3,4,20200224,1,154559
1,18,1,,20200224,1,154710
2,20,3,17,20200224,1,154716
2,20,3,17,20200224,1,154722
1,16,7,14,20200224,1,154846
1,22,1,,20200224,1,155001
1,14,4,11,20200224,1,155115
1,15,7,8,20200224,1,155327
1,17,1,,20200224,1,155337
2,21,4,15,20200224,1,155349
1,12,7,6,20200224,1,155624
2,20,3,18,20200224,1,155744
2,22,4,15,20200224,1,155801
1,17,2,,20200224,1,155955
1,17,1,,20200224,1,160106
1,10,12,,20200224,1,160114
1,12,3,5,20200224,1,160115
1,17,2,,20200224,1,160211
1,12,3,6,20200224,1,160242
1,11,12,,20200224,1,160402
1,10,12,,20200224,1,160445
1,17,1,,20200224,1,160510
1,13,1,,20200224,1,160610
2,21,4,15,20200224,1,160710
1,9,2,,20200224,1,160736
2,20,7,18,20200224,1,160901
1,16,8,12,20200224,1,160916
1,20,2,,20200224,1,161006
1,19,2,,20200224,1,161014
1,16,2,,20200224,1,161121
1,19,1,,20200224,1,161142
1,10,15,,20200224,1,161146
1,17,5,19,20200224,1,161152
1,10,13,,20200224,1,161248
1,15,8,8,20200224,1,161328
1,20,1,,20200224,1,161345
1,14,8,11,20200224,1,161356
2,13,7,18,20200224,1,161446
1,16,1,,20200224,1,161542
1,16,8,12,20200224,1,161907
1,11,12,,20200224,1,161920
1,17,5,6,20200224,1,162022
2,22,4,15,20200224,1,162028
2,19,3,17,20200224,1,162115
2,19,3,16,20200224,1,162123
1,11,12,,20200224,1,162309
1,2,3,11,20200224,1,162323
1,15,7,8,20200224,1,162329
1,9,1,,20200224,1,162402
2,22,3,18,20200224,1,162411
1,19,3,19,20200224,1,162618
1,1,3,4,20200224,1,162619
2,22,3,15,20200224,1,162943
2,12,3,17,20200224,1,162951
1,19,2,,20200224,1,163020
1,10,2,,20200224,1,163044
2,18,7,15,20200224,1,163057
1,10,1,,20200224,1,163133
1,15,4,8,20200224,1,163202
2,2,4,16,20200224,1,163442
1,5,2,,20200224,1,163454
2,21,4,15,20200224,1,163518
1,10,12,,20200224,1,163620
1,17,5,12,20200224,1,163621
2,22,4,15,20200224,1,163759
1,9,3,4,20200224,1,164020
1,16,8,14,20200224,1,164043
1,17,2,,20200224,1,164235
1,11,13,,20200224,1,164241
1,13,7,11,20200224,1,164300
1,1,3,14,20200224,1,164317
1,19,1,,20200224,1,164453
1,11,13,,20200224,1,164516
1,12,2,,20200224,1,164536
1,2,2,,20200224,1,164639
2,20,3,16,20200224,1,164705
1,16,3,9,20200224,1,164754
1,12,1,,20200224,1,164842
2,18,7,16,20200224,1,164911
1,19,3,19,20200224,1,165000
1,17,1,,20200224,1,165013
1,1,4,11,20200224,1,165021
1,13,2,,20200224,1,165023
1,15,4,8,20200224,1,165027
1,19,2,,20200224,1,165108
1,22,2,,20200224,1,165241
1,2,1,,20200224,1,165410
1,13,1,,20200224,1,165523
2,21,4,15,20200224,1,165716
2,18,8,16,20200224,1,165753
1,22,1,,20200224,1,165836
1,22,2,,20200224,1,165847
2,21,4,15,20200224,1,165913
2,12,7,17,20200224,1,165921
1,20,2,,20200225,2,90017
2,18,7,15,20200225,2,90020
1,10,13,,20200225,2,90348
1,14,4,19,20200225,2,90410
1,17,5,5,20200225,2,90606
1,3,4,10,20200225,2,90705
1,10,11,,20200225,2,90712
2,13,3,15,20200225,2,90750
1,16,3,14,20200225,2,90839
1,21,2,,20200225,2,90904
2,13,8,18,20200225,2,91051
1,20,1,,20200225,2,91117
1,5,1,,20200225,2,91157
1,2,8,4,20200225,2,91222
1,5,2,,20200225,2,91223
1,10,2,,20200225,2,91249
1,15,3,8,20200225,2,91251
1,18,2,,20200225,2,91303
2,20,8,18,20200225,2,91325
1,10,1,,20200225,2,91405
1,17,5,7,20200225,2,91414
1,14,2,,20200225,2,91425
1,17,2,,20200225,2,91507
1,19,1,,20200225,2,91528
1,12,2,,20200225,2,91555
1,17,1,,20200225,2,91612
1,17,5,12,20200225,2,91840
1,9,2,,20200225,2,91906
1,17,2,,20200225,2,91943
1,13,3,11,20200225,2,92126
1,3,8,3,20200225,2,92150
1,16,7,13,20200225,2,92211
2,20,7,18,20200225,2,92239
1,15,4,8,20200225,2,92336
1,17,1,,20200225,2,92350
2,19,3,17,20200225,2,92409
1,9,1,,20200225,2,92437
1,4,2,,20200225,2,92507
1,17,2,,20200225,2,92608
2,19,3,18,20200225,2,92613
1,11,15,,20200225,2,92806
1,20,2,,20200225,2,92823
2,15,3,18,20200225,2,92910
1,12,1,,20200225,2,93242
1,2,3,1,20200225,2,93323
1,19,2,,20200225,2,93519
1,19,1,,20200225,2,93610
1,16,2,,20200225,2,93745
1,18,1,,20200225,2,93843
1,10,15,,20200225,2,93954
1,10,2,,20200225,2,94018
1,17,1,,20200225,2,94033
1,15,2,,20200225,2,94247
2,19,3,16,20200225,2,94300
2,18,4,15,20200225,2,94301
1,16,1,,20200225,2,94306
1,19,3,19,20200225,2,94306
2,18,4,15,20200225,2,94358
1,20,1,,20200225,2,94627
1,2,4,9,20200225,2,94826
1,14,1,,20200225,2,94855
1,14,8,19,20200225,2,95107
1,18,2,,20200225,2,95135
1,12,4,5,20200225,2,95150
1,12,7,7,20200225,2,95209
1,15,1,,20200225,2,95505
1,1,2,,20200225,2,95515
1,19,2,,20200225,2,95657
1,15,7,8,20200225,2,95721
1,15,8,8,20200225,2,95858
1,11,11,,20200225,2,95904
1,11,14,,20200225,2,95907
1,15,2,,20200225,2,100003
1,19,1,,20200225,2,100020
1,11,15,,20200225,2,100039
2,20,7,18,20200225,2,100056
1,19,2,,20200225,2,100102
1,7,3,4,20200225,2,100146
1,9,3,3,20200225,2,100350
2,20,7,18,20200225,2,100511
1,15,1,,20200225,2,100816
1,16,2,,20200225,2,100922
1,8,3,4,20200225,2,101152
1,2,4,12,20200225,2,101200
1,13,7,19,20200225,2,101217
1,17,5,4,20200225,2,101353
1,13,2,,20200225,2,101540
1,19,1,,20200225,2,101604
2,19,3,18,20200225,2,101818
1,18,1,,20200225,2,101840
1,16,1,,20200225,2,102021
1,8,2,,20200225,2,102102
1,21,1,,20200225,2,102343
2,20,7,18,20200225,2,102409
1,13,1,,20200225,2,102419
1,3,2,,20200225,2,102442
1,17,2,,20200225,2,102621
1,11,11,,20200225,2,102706
1,15,7,8,20200225,2,102719
1,17,1,,20200225,2,102857
1,13,4,11,20200225,2,103023
2,18,3,16,20200225,2,103048
2,14,4,18,20200225,2,103107
1,2,2,,20200225,2,103537
1,11,2,,20200225,2,103616
1,16,4,12,20200225,2,103632
1,12,3,5,20200225,2,103724
1,15,7,8,20200225,2,103815
2,20,4,18,20200225,2,103900
1,16,4,10,20200225,2,103952
1,10,1,,20200225,2,104002
1,7,3,3,20200225,2,104036
1,3,1,,20200225,2,104343
1,21,2,,20200225,2,104453
1,14,2,,20200225,2,104518
2,20,3,17,20200225,2,104519
1,21,1,,20200225,2,104544
2,18,8,15,20200225,2,104630
1,21,2,,20200225,2,104636
1,16,4,13,20200225,2,104700
1,17,2,,20200225,2,104715
1,18,2,,20200225,2,104836
1,12,2,,20200225,2,104845
1,10,11,,20200225,2,105007
2,20,8,18,20200225,2,105111
1,14,1,,20200225,2,105143
1,14,4,11,20200225,2,105201
1,11,1,,20200225,2,105312
1,14,2,,20200225,2,105321
1,12,1,,20200225,2,105449
1,17,1,,20200225,2,105458
2,20,4,18,20200225,2,105647
1,7,3,3,20200225,2,105749
1,2,1,,20200225,2,105750
1,20,2,,20200225,2,105824
1,14,1,,20200225,2,105824
2,12,7,17,20200225,2,105930
1,8,1,,20200225,2,105934
1,22,1,,20200225,2,110000
2,15,3,18,20200225,2,110024
1,17,5,6,20200225,2,110044
1,18,1,,20200225,2,110213
1,10,13,,20200225,2,110312
2,13,7,18,20200225,2,110323
1,18,2,,20200225,2,110359
1,17,2,,20200225,2,110425
1,12,2,,20200225,2,110428
1,16,3,8,20200225,2,110456
1,10,13,,20200225,2,110640
1,12,1,,20200225,2,110641
1,16,4,10,20200225,2,110739
1,15,2,,20200225,2,110937
1,7,2,,20200225,2,111140
2,14,3,18,20200225,2,111155
1,14,2,,20200225,2,111227
1,12,4,2,20200225,2,111327
1,3,8,3,20200225,2,111335
1,16,3,3,20200225,2,111340
1,19,3,19,20200225,2,111506
1,11,2,,20200225,2,111510
1,18,1,,20200225,2,111553
1,20,1,,20200225,2,111619
1,5,1,,20200225,2,111628
2,18,8,16,20200225,2,111650
1,12,8,5,20200225,2,111707
1,15,1,,20200225,2,111820
1,22,2,,20200225,2,111834
2,19,3,17,20200225,2,111936
1,21,1,,20200225,2,111940
2,20,4,18,20200225,2,111941
1,19,2,,20200225,2,112100
1,10,14,,20200225,2,112136
1,11,1,,20200225,2,112259
1,17,1,,20200225,2,112448
1,15,2,,20200225,2,112646
2,17,5,15,20200225,2,112707
2,21,3,15,20200225,2,112836
1,17,2,,20200225,2,112859
2,21,3,18,20200225,2,112936
1,19,1,,20200225,2,113125
2,21,3,18,20200225,2,113132
1,22,1,,20200225,2,113208
1,13,4,11,20200225,2,113242
2,13,3,18,20200225,2,113250
2,22,4,15,20200225,2,113334
1,2,3,12,20200225,2,113349
1,10,14,,20200225,2,113357
1,1,1,,20200225,2,113402
1,17,1,,20200225,2,113412
1,12,2,,20200225,2,113527
1,1,2,,20200225,2,113732
1,6,3,3,20200225,2,113840
1,17,2,,20200225,2,114023
1,14,1,,20200225,2,114025
1,10,15,,20200225,2,114050
1,7,1,,20200225,2,114424
1,6,2,,20200225,2,114455
1,15,1,,20200225,2,114629
1,16,3,11,20200225,2,114717
1,14,2,,20200225,2,114758
1,11,15,,20200225,2,114958
1,14,1,,20200225,2,115038
1,1,1,,20200225,2,115048
1,15,2,,20200225,2,115102
1,18,2,,20200225,2,115310
1,19,2,,20200225,2,115458
1,16,4,13,20200225,2,115517
1,12,1,,20200225,2,115527
1,13,7,19,20200225,2,115543
1,3,8,9,20200225,2,115619
1,15,1,,20200225,2,115706
1,17,1,,20200225,2,115728
1,11,15,,20200225,2,115736
1,15,7,8,20200225,2,115821
2,20,4,18,20200225,2,115835
1,12,4,7,20200225,2,115850
1,22,2,,20200225,2,115933
1,9,3,4,20200225,2,120006
2,20,4,18,20200225,2,120011
1,19,1,,20200225,2,120232
1,17,2,,20200225,2,120329
1,19,2,,20200225,2,120404
1,1,2,,20200225,2,120426
1,12,7,5,20200225,2,120459
1,8,3,3,20200225,2,120514
1,17,1,,20200225,2,120558
1,3,8,4,20200225,2,120612
1,18,1,,20200225,2,120652
1,22,1,,20200225,2,120704
1,15,4,8,20200225,2,120725
2,18,3,15,20200225,2,120745
2,18,4,15,20200225,2,120847
1,16,8,10,20200225,2,120925
1,14,8,19,20200225,2,120943
1,12,8,6,20200225,2,121027
1,14,3,19,20200225,2,121203
1,12,2,,20200225,2,121242
1,17,2,,20200225,2,121329
1,12,1,,20200225,2,121329
1,19,1,,20200225,2,121340
1,15,8,8,20200225,2,121439
2,22,3,18,20200225,2,121551
1,15,8,8,20200225,2,121602
1,20,2,,20200225,2,121639
1,16,8,12,20200225,2,121708
1,11,14,,20200225,2,121828
1,2,7,4,20200225,2,121922
1,5,3,3,20200225,2,122001
1,9,2,,20200225,2,122020
1,15,4,8,20200225,2,122059
1,2,2,,20200225,2,122133
2,21,3,18,20200225,2,122146
2,18,4,16,20200225,2,122158
1,6,1,,20200225,2,122221
1,18,2,,20200225,2,122305
1,20,1,,20200225,2,122335
1,17,1,,20200225,2,122403
1,17,5,2,20200225,2,122547
2,20,4,18,20200225,2,122622
2,20,7,18,20200225,2,122725
1,15,4,8,20200225,2,122830
1,18,1,,20200225,2,122934
1,12,8,5,20200225,2,123009
1,1,1,,20200225,2,123046
1,12,4,7,20200225,2,123129
2,14,3,15,20200225,2,123210
1,16,7,13,20200225,2,123319
1,14,8,11,20200225,2,123449
1,16,4,14,20200225,2,123556
2,20,3,18,20200225,2,123557
1,17,5,10,20200225,2,123646
2,18,3,16,20200225,2,123729
2,18,8,16,20200225,2,123818
1,16,4,10,20200225,2,123925
1,19,3,19,20200225,2,124011
2,19,3,16,20200225,2,124048
1,14,3,19,20200225,2,124147
2,18,4,16,20200225,2,124151
1,12,7,2,20200225,2,124236
1,12,4,2,20200225,2,124303
1,10,2,,20200225,2,124312
2,14,7,18,20200225,2,124451
1,15,3,8,20200225,2,124516
1,17,5,8,20200225,2,124730
2,12,4,17,20200225,2,124732
1,10,1,,20200225,2,124743
1,18,2,,20200225,2,124815
1,12,3,1,20200225,2,124816
1,1,3,14,20200225,2,124826
1,19,3,19,20200225,2,124846
2,22,3,15,20200225,2,124849
1,15,8,8,20200225,2,124850
2,19,3,16,20200225,2,124945
2,20,4,18,20200225,2,124953
1,10,13,,20200225,2,125003
1,11,12,,20200225,2,125023
1,18,1,,20200225,2,125102
1,7,2,,20200225,2,125113
2,18,3,15,20200225,2,125133
1,17,5,13,20200225,2,125158
1,13,3,11,20200225,2,125220
1,3,3,19,20200225,2,125358
1,15,7,8,20200225,2,125416
1,11,13,,20200225,2,125526
1,10,15,,20200225,2,125727
1,12,3,7,20200225,2,125732
2,21,4,15,20200225,2,125749
2,12,4,17,20200225,2,125754
1,17,5,1,20200225,2,125851
1,19,3,19,20200225,2,130054
1,15,8,8,20200225,2,130130
1,12,2,,20200225,2,130203
1,15,4,8,20200225,2,130226
1,17,2,,20200225,2,130345
1,12,1,,20200225,2,130420
1,17,1,,20200225,2,130422
1,12,2,,20200225,2,130453
1,15,4,8,20200225,2,130453
2,17,5,18,20200225,2,130459
2,18,4,16,20200225,2,130553
1,21,2,,20200225,2,130553
1,21,1,,20200225,2,130558
1,21,2,,20200225,2,130858
2,18,7,15,20200225,2,130952
1,15,7,8,20200225,2,131237
1,14,2,,20200225,2,131244
1,12,1,,20200225,2,131309
1,16,3,4,20200225,2,131339
1,17,2,,20200225,2,131350
1,4,1,,20200225,2,131351
2,3,4,16,20200225,2,131442
1,14,1,,20200225,2,131530
1,3,3,4,20200225,2,131609
2,18,4,15,20200225,2,131659
1,15,2,,20200225,2,131838
1,11,2,,20200225,2,132117
1,13,2,,20200225,2,132137
2,20,7,18,20200225,2,132151
1,10,2,,20200225,2,132228
1,16,7,13,20200225,2,132301
1,15,1,,20200225,2,132404
1,19,2,,20200225,2,132404
2,20,8,18,20200225,2,132425
1,15,2,,20200225,2,132548
1,16,7,14,20200225,2,132622
1,19,1,,20200225,2,132715
1,9,1,,20200225,2,132727
1,17,1,,20200225,2,132830
1,19,2,,20200225,2,133002
1,16,8,13,20200225,2,133041
1,17,2,,20200225,2,133428
1,13,1,,20200225,2,133452
2,18,4,15,20200225,2,133650
1,18,2,,20200225,2,133721
2,12,7,17,20200225,2,133725
1,21,1,,20200225,2,133843
1,16,8,14,20200225,2,134029
1,19,1,,20200225,2,134034
1,19,2,,20200225,2,134240
1,20,2,,20200225,2,134247
1,11,1,,20200225,2,134327
1,19,1,,20200225,2,134338
1,15,1,,20200225,2,134358
1,17,1,,20200225,2,134447
1,21,2,,20200225,2,134450
1,18,1,,20200225,2,134654
1,19,2,,20200225,2,134806
1,21,1,,20200225,2,134816
1,10,1,,20200225,2,134906
1,12,7,6,20200225,2,134909
1,8,2,,20200225,2,134948
1,17,5,19,20200225,2,135006
1,17,2,,20200225,2,135027
1,19,1,,20200225,2,135034
2,13,3,17,20200225,2,135227
1,15,4,8,20200225,2,135229
2,13,3,16,20200225,2,135332
1,12,3,7,20200225,2,135348
1,19,2,,20200225,2,135429
2,22,3,18,20200225,2,135452
1,12,3,2,20200225,2,135517
1,19,1,,20200225,2,135640
1,22,2,,20200225,2,135710
1,10,15,,20200225,2,135846
2,19,3,16,20200225,2,135848
2,15,3,18,20200225,2,135859
2,21,4,15,20200225,2,140014
1,15,8,8,20200225,2,140054
1,16,3,12,20200225,2,140054
1,17,1,,20200225,2,140203
1,16,3,12,20200225,2,140245
1,19,3,19,20200225,2,140403
1,10,12,,20200225,2,140513
1,15,8,8,20200225,2,140529
1,18,2,,20200225,2,140531
2,19,3,16,20200225,2,140553
1,15,7,8,20200225,2,140620
1,14,8,19,20200225,2,140653
2,12,3,17,20200225,2,140701
1,11,11,,20200225,2,140853
1,3,7,3,20200225,2,141005
2,17,5,15,20200225,2,141014
1,9,2,,20200225,2,141015
2,14,3,15,20200225,2,141021
1,12,7,1,20200225,2,141112
1,17,5,19,20200225,2,141147
1,4,2,,20200225,2,141150
1,4,1,,20200225,2,141314
1,11,11,,20200225,2,141345
1,18,1,,20200225,2,141356
2,18,3,16,20200225,2,141448
1,17,5,7,20200225,2,141455
2,21,4,15,20200225,2,141459
1,22,1,,20200225,2,141501
1,1,2,,20200225,2,141531
1,13,8,19,20200225,2,141601
2,22,4,15,20200225,2,141624
1,16,7,12,20200225,2,141625
1,17,5,2,20200225,2,141638
2,13,3,17,20200225,2,141700
1,1,1,,20200225,2,141801
1,12,4,6,20200225,2,141820
1,13,4,19,20200225,2,141830
1,16,4,14,20200225,2,141849
1,1,2,,20200225,2,142156
1,3,3,10,20200225,2,142202
2,17,5,17,20200225,2,142257
2,18,4,16,20200225,2,142506
1,12,4,1,20200225,2,142512
1,20,1,,20200225,2,142543
1,22,2,,20200225,2,142738
2,13,3,18,20200225,2,142812
1,14,4,19,20200225,2,142818
1,15,4,8,20200225,2,142926
1,12,3,7,20200225,2,142951
1,16,4,10,20200225,2,143012
2,20,4,18,20200225,2,143100
1,17,5,13,20200225,2,143122
1,12,8,7,20200225,2,143143
2,17,5,18,20200225,2,143341
1,4,3,4,20200225,2,143354
1,13,2,,20200225,2,143450
1,16,4,12,20200225,2,143949
2,19,3,16,20200225,2,144001
1,7,1,,20200225,2,144130
1,6,3,3,20200225,2,144159
1,8,1,,20200225,2,144204
2,18,7,15,20200225,2,144327
1,19,2,,20200225,2,144358
1,16,3,10,20200225,2,144549
1,17,5,14,20200225,2,144720
2,17,5,16,20200225,2,144738
1,3,7,9,20200225,2,144743
1,13,1,,20200225,2,144822
1,15,2,,20200225,2,144834
1,7,3,3,20200225,2,144841
1,1,1,,20200225,2,144959
1,16,2,,20200225,2,145046
1,10,12,,20200225,2,145053
1,2,1,,20200225,2,145133
2,20,4,18,20200225,2,145517
2,18,7,15,20200225,2,145626
1,4,2,,20200225,2,145805
1,15,1,,20200225,2,145932
1,19,1,,20200225,2,150024
2,13,3,17,20200225,2,150258
2,18,7,15,20200225,2,150332
1,13,8,19,20200225,2,150358
1,11,12,,20200225,2,150547
2,20,4,18,20200225,2,150601
1,12,4,2,20200225,2,150627
1,15,4,8,20200225,2,150724
1,22,1,,20200225,2,150727
1,19,2,,20200225,2,150831
1,19,1,,20200225,2,150919
1,17,2,,20200225,2,151031
1,14,2,,20200225,2,151222
2,21,3,18,20200225,2,151306
1,17,1,,20200225,2,151306
1,12,3,7,20200225,2,151533
1,16,1,,20200225,2,151608
2,18,4,15,20200225,2,151613
1,13,2,,20200225,2,151623
2,18,8,15,20200225,2,151710
1,6,3,4,20200225,2,151808
1,14,1,,20200225,2,151810
1,12,7,2,20200225,2,151940
1,2,2,,20200225,2,152055
1,12,4,1,20200225,2,152135
1,15,4,8,20200225,2,152312
1,16,8,10,20200225,2,152341
1,20,2,,20200225,2,152452
1,13,1,,20200225,2,152548
2,19,3,16,20200225,2,152551
1,12,8,2,20200225,2,152607
1,11,15,,20200225,2,152713
1,18,2,,20200225,2,152836
1,18,1,,20200225,2,152848
2,17,5,16,20200225,2,152857
1,12,3,5,20200225,2,152920
1,20,1,,20200225,2,152958
2,21,3,18,20200225,2,153018
1,11,11,,20200225,2,153201
1,17,2,,20200225,2,153231
1,3,2,,20200225,2,153322
2,18,8,16,20200225,2,153402
1,12,8,1,20200225,2,153707
1,17,1,,20200225,2,153922
1,16,4,14,20200225,2,154026
2,18,7,16,20200225,2,154028
1,11,2,,20200225,2,154043
1,13,3,19,20200225,2,154101
1,15,8,8,20200225,2,154117
1,15,3,8,20200225,2,154213
1,4,1,,20200225,2,154232
1,10,14,,20200225,2,154247
2,22,3,18,20200225,2,154315
1,7,2,,20200225,2,154453
2,20,7,18,20200225,2,154507
1,14,7,11,20200225,2,154548
2,18,3,15,20200225,2,154556
1,11,1,,20200225,2,154605
1,13,3,11,20200225,2,154618
1,11,2,,20200225,2,154625
1,13,2,,20200225,2,154659
1,15,2,,20200225,2,154708
1,1,2,,20200225,2,154716
1,12,4,5,20200225,2,154738
2,22,4,15,20200225,2,154812
1,2,1,,20200225,2,154840
1,17,5,1,20200225,2,155208
1,10,12,,20200225,2,155214
1,11,1,,20200225,2,155219
2,20,8,18,20200225,2,155225
1,20,2,,20200225,2,155259
1,11,11,,20200225,2,155306
1,15,1,,20200225,2,155336
1,16,7,14,20200225,2,155341
1,15,4,8,20200225,2,155421
2,18,3,16,20200225,2,155507
1,1,1,,20200225,2,155547
1,14,2,,20200225,2,155643
2,18,7,15,20200225,2,155807
1,12,7,6,20200225,2,155911
1,16,3,9,20200225,2,155947
2,17,5,15,20200225,2,160032
1,14,1,,20200225,2,160107
1,20,1,,20200225,2,160150
2,18,7,15,20200225,2,160236
1,16,3,19,20200225,2,160257
1,13,1,,20200225,2,160327
1,12,4,2,20200225,2,160331
1,3,1,,20200225,2,160348
2,22,3,18,20200225,2,160413
2,15,3,18,20200225,2,160418
1,14,2,,20200225,2,160439
1,13,2,,20200225,2,160502
1,14,1,,20200225,2,160601
1,13,1,,20200225,2,160706
1,14,8,19,20200225,2,160813
2,14,3,16,20200225,2,160845
1,11,13,,20200225,2,161415
1,19,2,,20200225,2,161430
2,18,4,16,20200225,2,161508
1,1,2,,20200225,2,161607
1,12,7,5,20200225,2,161707
1,3,2,,20200225,2,161838
1,12,4,6,20200225,2,161946
1,14,3,19,20200225,2,161958
1,14,2,,20200225,2,162017
1,13,7,19,20200225,2,162035
1,19,1,,20200225,2,162131
1,15,4,8,20200225,2,162134
1,2,4,4,20200225,2,162139
1,17,2,,20200225,2,162217
1,15,4,8,20200225,2,162304
2,22,3,15,20200225,2,162426
2,19,3,18,20200225,2,162508
1,11,11,,20200225,2,162700
1,10,13,,20200225,2,162711
1,2,2,,20200225,2,162744
1,14,1,,20200225,2,162752
1,22,2,,20200225,2,162753
1,7,1,,20200225,2,162806
1,10,11,,20200225,2,162853
1,3,1,,20200225,2,162901
1,12,4,7,20200225,2,162904
1,17,1,,20200225,2,162930
1,12,4,6,20200225,2,163040
2,18,4,15,20200225,2,163053
1,10,12,,20200225,2,163055
2,21,4,15,20200225,2,163105
2,18,8,16,20200225,2,163245
1,17,2,,20200225,2,163353
1,16,2,,20200225,2,163356
1,19,2,,20200225,2,163825
1,10,12,,20200225,2,163826
1,17,1,,20200225,2,163914
1,13,2,,20200225,2,163944
1,7,3,4,20200225,2,164027
1,9,1,,20200225,2,164051
1,19,1,,20200225,2,164127
2,20,7,18,20200225,2,164240
1,7,2,,20200225,2,164453
1,1,1,,20200225,2,164457
1,17,5,9,20200225,2,164625
1,12,7,2,20200225,2,164645
2,18,8,15,20200225,2,164737
1,11,15,,20200225,2,164842
2,14,3,15,20200225,2,164948
1,17,5,2,20200225,2,165059
2,18,7,16,20200225,2,165219
1,5,3,3,20200225,2,165220
1,13,1,,20200225,2,165227
1,4,2,,20200225,2,165336
1,4,1,,20200225,2,165417
1,12,3,6,20200225,2,165611
1,10,2,,20200225,2,165629
2,18,8,15,20200225,2,165643
1,13,4,19,20200225,2,165756
2,21,3,15,20200225,2,165844
1,12,8,7,20200225,2,165857
1,15,2,,20200225,2,165952
1,22,1,,20200225,2,165957
1,12,7,1,20200226,3,90106
1,15,1,,20200226,3,90150
2,18,4,15,20200226,3,90221
1,17,5,7,20200226,3,90251
2,14,4,18,20200226,3,90317
1,17,5,9,20200226,3,90321
1,12,8,7,20200226,3,90627
2,18,4,16,20200226,3,90651
1,15,2,,20200226,3,90717
2,18,3,15,20200226,3,90804
1,11,15,,20200226,3,90859
1,16,1,,20200226,3,91008
2,21,3,15,20200226,3,91045
1,22,2,,20200226,3,91445
1,15,1,,20200226,3,91531
1,16,7,12,20200226,3,91813
2,20,8,18,20200226,3,91849
1,10,1,,20200226,3,91901
1,12,3,7,20200226,3,91939
1,17,2,,20200226,3,92030
1,15,4,8,20200226,3,92114
1,12,2,,20200226,3,92129
1,22,1,,20200226,3,92341
1,17,1,,20200226,3,92349
1,16,2,,20200226,3,92402
1,15,7,8,20200226,3,92431
2,20,8,18,20200226,3,92434
1,17,2,,20200226,3,92518
2,15,3,18,20200226,3,92650
