,System,User,Operation,Object,Date,Day,Time
20976,1,16,3,4.0,20200220,4,114323
20977,1,11,13,,20200220,4,114501
20978,1,17,2,,20200220,4,114829
20979,1,11,12,,20200220,4,114857
20980,2,19,3,17.0,20200220,4,114927
20981,1,5,2,,20200220,4,114955
20982,2,20,7,18.0,20200220,4,115005
20983,1,6,1,,20200220,4,115013
20984,1,2,4,10.0,20200220,4,115147
20985,1,12,2,,20200220,4,115224
20986,2,19,3,17.0,20200220,4,115428
20987,1,16,3,8.0,20200220,4,115535
20988,2,20,7,18.0,20200220,4,115544
20989,1,15,1,,20200220,4,115605
20990,1,10,11,,20200220,4,115629
20991,2,14,3,15.0,20200220,4,115732
20992,1,15,4,8.0,20200220,4,115802
20993,1,15,8,8.0,20200220,4,115823
20994,1,21,1,,20200220,4,115857
20995,1,7,2,,20200220,4,120055
20996,1,13,1,,20200220,4,120101
20997,1,16,3,3.0,20200220,4,120105
20998,2,18,7,15.0,20200220,4,120220
20999,2,19,3,16.0,20200220,4,120428
21000,1,11,13,,20200220,4,120453
21001,1,17,1,,20200220,4,120532
21002,1,11,12,,20200220,4,120539
21003,2,14,3,17.0,20200220,4,120620
21004,1,14,3,11.0,20200220,4,120624
21005,1,12,1,,20200220,4,120832
21006,1,9,2,,20200220,4,120839
21007,1,12,3,7.0,20200220,4,120937
21008,2,15,3,18.0,20200220,4,121041
21009,1,15,4,8.0,20200220,4,121240
21010,1,4,3,4.0,20200220,4,121259
21011,1,2,8,9.0,20200220,4,121456
21012,2,19,3,18.0,20200220,4,121503
21013,2,14,8,18.0,20200220,4,121543
21014,2,20,7,18.0,20200220,4,121603
21015,1,6,3,3.0,20200220,4,121747
21016,2,18,4,15.0,20200220,4,121801
21017,2,20,7,18.0,20200220,4,121812
21018,1,12,8,2.0,20200220,4,121824
21019,2,22,4,15.0,20200220,4,121918
21020,1,6,2,,20200220,4,122003
21021,1,6,1,,20200220,4,122133
21022,1,11,14,,20200220,4,122225
21023,1,17,2,,20200220,4,122303
21024,1,10,15,,20200220,4,122318
21025,1,16,8,14.0,20200220,4,122343
21026,2,20,3,16.0,20200220,4,122355
21027,1,16,3,9.0,20200220,4,122416
21028,2,18,8,16.0,20200220,4,122449
21029,1,16,3,19.0,20200220,4,122509
21030,1,15,4,8.0,20200220,4,122612
21031,1,17,1,,20200220,4,122625
21032,2,20,4,18.0,20200220,4,122720
21033,1,19,2,,20200220,4,122727
21034,2,14,8,18.0,20200220,4,122829
21035,1,15,7,8.0,20200220,4,122848
21036,2,22,3,18.0,20200220,4,122955
21037,1,13,2,,20200220,4,123215
21038,1,19,1,,20200220,4,123226
21039,1,18,2,,20200220,4,123326
21040,1,17,2,,20200220,4,123342
21041,1,19,2,,20200220,4,123355
21042,1,19,1,,20200220,4,123437
21043,1,16,2,,20200220,4,123442
21044,2,15,3,18.0,20200220,4,123553
21045,1,1,4,10.0,20200220,4,123602
21046,1,13,1,,20200220,4,123603
21047,1,12,3,2.0,20200220,4,123623
21048,2,12,3,17.0,20200220,4,123629
21049,1,12,3,7.0,20200220,4,123642
21050,1,1,3,14.0,20200220,4,123704
21051,2,22,3,15.0,20200220,4,123814
21052,2,14,3,16.0,20200220,4,123820
21053,1,16,1,,20200220,4,123837
21054,2,20,4,18.0,20200220,4,124008
21055,1,17,1,,20200220,4,124023
21056,1,15,2,,20200220,4,124102
21057,1,18,1,,20200220,4,124318
21058,1,19,3,19.0,20200220,4,124434
21059,1,18,2,,20200220,4,124441
21060,2,20,3,18.0,20200220,4,124554
21061,1,19,2,,20200220,4,124628
21062,1,18,1,,20200220,4,124758
21063,1,15,1,,20200220,4,124852
21064,2,22,3,15.0,20200220,4,125017
21065,2,22,4,15.0,20200220,4,125130
21066,1,12,4,7.0,20200220,4,125415
21067,1,19,1,,20200220,4,125419
21068,1,12,7,7.0,20200220,4,125422
21069,1,17,5,13.0,20200220,4,125501
21070,1,3,4,4.0,20200220,4,125521
21071,2,19,3,16.0,20200220,4,125655
21072,1,2,7,9.0,20200220,4,125655
21073,1,18,2,,20200220,4,125838
21074,1,21,2,,20200220,4,125932
21075,1,18,1,,20200220,4,130045
21076,1,12,7,5.0,20200220,4,130056
21077,1,21,1,,20200220,4,130105
21078,1,13,3,19.0,20200220,4,130123
21079,1,20,2,,20200220,4,130212
21080,1,10,2,,20200220,4,130213
21081,1,17,2,,20200220,4,130224
21082,1,11,11,,20200220,4,130336
21083,2,18,8,16.0,20200220,4,130352
21084,1,17,1,,20200220,4,130354
21085,2,18,7,16.0,20200220,4,130423
21086,2,22,4,15.0,20200220,4,130458
21087,1,16,7,13.0,20200220,4,130506
21088,1,15,3,8.0,20200220,4,130521
21089,2,19,3,18.0,20200220,4,130532
21090,1,9,1,,20200220,4,130554
21091,1,16,2,,20200220,4,130638
21092,2,18,7,15.0,20200220,4,130856
21093,1,6,3,4.0,20200220,4,130909
21094,1,8,2,,20200220,4,130930
21095,1,10,1,,20200220,4,131115
21096,2,13,8,18.0,20200220,4,131121
21097,1,6,3,4.0,20200220,4,131218
21098,1,1,7,3.0,20200220,4,131455
21099,1,15,4,8.0,20200220,4,131621
21100,1,22,2,,20200220,4,131704
21101,1,17,2,,20200220,4,131754
21102,1,22,1,,20200220,4,131816
21103,2,19,3,18.0,20200220,4,131904
21104,1,6,3,4.0,20200220,4,131920
21105,1,2,8,4.0,20200220,4,131940
21106,2,22,4,15.0,20200220,4,132021
21107,2,18,8,16.0,20200220,4,132133
21108,1,10,2,,20200220,4,132159
21109,1,18,2,,20200220,4,132310
21110,1,17,1,,20200220,4,132401
21111,1,10,1,,20200220,4,132543
21112,1,18,1,,20200220,4,132625
21113,1,5,1,,20200220,4,132715
21114,1,12,7,2.0,20200220,4,133021
21115,1,12,2,,20200220,4,133046
21116,1,16,1,,20200220,4,133046
21117,2,21,3,18.0,20200220,4,133120
21118,1,19,3,19.0,20200220,4,133255
21119,1,12,1,,20200220,4,133307
21120,1,3,2,,20200220,4,133322
21121,1,3,1,,20200220,4,133337
21122,1,20,1,,20200220,4,133534
21123,1,12,7,6.0,20200220,4,133627
21124,2,21,3,18.0,20200220,4,133748
21125,2,15,3,18.0,20200220,4,133837
21126,1,17,2,,20200220,4,133851
21127,1,12,2,,20200220,4,134039
21128,2,20,3,18.0,20200220,4,134041
21129,1,1,8,4.0,20200220,4,134108
21130,1,16,8,14.0,20200220,4,134200
21131,1,11,15,,20200220,4,134225
21132,2,20,8,18.0,20200220,4,134242
21133,1,15,4,8.0,20200220,4,134301
21134,1,12,1,,20200220,4,134340
21135,1,13,8,19.0,20200220,4,134500
21136,1,11,11,,20200220,4,134504
21137,2,18,3,15.0,20200220,4,134540
21138,1,12,2,,20200220,4,134609
21139,1,17,1,,20200220,4,134640
21140,1,16,3,11.0,20200220,4,134745
21141,1,12,1,,20200220,4,134938
21142,1,12,2,,20200220,4,134952
21143,1,15,2,,20200220,4,135028
21144,1,16,7,12.0,20200220,4,135110
21145,1,15,1,,20200220,4,135114
21146,1,19,2,,20200220,4,135157
21147,1,15,7,8.0,20200220,4,135254
21148,1,12,1,,20200220,4,135323
21149,1,16,3,12.0,20200220,4,135413
21150,1,21,2,,20200220,4,135634
21151,1,17,2,,20200220,4,135634
21152,1,11,12,,20200220,4,135704
21153,1,3,7,9.0,20200220,4,135757
21154,1,17,1,,20200220,4,135827
21155,2,15,3,18.0,20200220,4,135829
21156,1,3,2,,20200220,4,140046
21157,1,11,15,,20200220,4,140122
21158,1,14,2,,20200220,4,140556
21159,1,16,4,12.0,20200220,4,140608
21160,2,12,3,17.0,20200220,4,140616
21161,1,12,2,,20200220,4,140651
21162,1,16,7,12.0,20200220,4,140709
21163,1,14,1,,20200220,4,140737
21164,1,6,3,4.0,20200220,4,140927
21165,2,18,4,16.0,20200220,4,141033
21166,1,17,5,7.0,20200220,4,141040
21167,1,1,7,9.0,20200220,4,141054
21168,2,20,7,18.0,20200220,4,141139
21169,1,12,1,,20200220,4,141335
21170,2,18,8,15.0,20200220,4,141447
21171,1,3,1,,20200220,4,141605
21172,1,11,14,,20200220,4,141821
21173,2,22,4,15.0,20200220,4,141908
21174,1,10,12,,20200220,4,142033
21175,1,11,14,,20200220,4,142103
21176,1,16,7,13.0,20200220,4,142343
21177,1,1,8,3.0,20200220,4,142344
21178,1,10,12,,20200220,4,142427
21179,1,19,1,,20200220,4,142716
21180,1,22,2,,20200220,4,142836
21181,2,18,7,15.0,20200220,4,142918
21182,1,7,1,,20200220,4,143022
21183,2,20,8,18.0,20200220,4,143251
21184,1,17,2,,20200220,4,143338
21185,1,12,3,5.0,20200220,4,143401
21186,1,17,1,,20200220,4,143414
21187,1,14,2,,20200220,4,143452
21188,1,22,1,,20200220,4,143542
21189,1,21,1,,20200220,4,143607
21190,2,15,3,18.0,20200220,4,143628
21191,1,17,5,9.0,20200220,4,143648
21192,2,20,3,17.0,20200220,4,143939
21193,1,16,2,,20200220,4,144029
21194,1,2,8,9.0,20200220,4,144052
21195,1,17,5,4.0,20200220,4,144218
21196,1,15,7,8.0,20200220,4,144230
21197,1,16,1,,20200220,4,144231
21198,1,22,2,,20200220,4,144247
21199,1,12,2,,20200220,4,144442
21200,1,10,13,,20200220,4,144620
21201,1,12,1,,20200220,4,144627
21202,2,18,3,15.0,20200220,4,144719
21203,2,20,7,18.0,20200220,4,144735
21204,1,3,8,3.0,20200220,4,144840
21205,1,22,1,,20200220,4,144950
21206,1,11,14,,20200220,4,145055
21207,2,19,3,18.0,20200220,4,145112
21208,1,15,7,8.0,20200220,4,145201
21209,2,19,3,16.0,20200220,4,145208
21210,2,17,5,18.0,20200220,4,145210
21211,2,12,8,17.0,20200220,4,145308
21212,1,12,4,2.0,20200220,4,145311
21213,1,3,8,9.0,20200220,4,145405
21214,1,15,8,8.0,20200220,4,145623
21215,2,21,4,15.0,20200220,4,145645
21216,1,10,2,,20200220,4,145730
21217,1,7,3,3.0,20200220,4,145746
21218,1,11,11,,20200220,4,145803
21219,1,3,7,4.0,20200220,4,145815
21220,1,15,8,8.0,20200220,4,145848
21221,1,12,4,7.0,20200220,4,150056
21222,1,16,2,,20200220,4,150058
21223,1,1,7,4.0,20200220,4,150104
21224,1,19,2,,20200220,4,150127
21225,1,4,3,3.0,20200220,4,150237
21226,1,15,3,8.0,20200220,4,150442
21227,2,18,4,15.0,20200220,4,150445
21228,2,21,3,18.0,20200220,4,150557
21229,1,19,1,,20200220,4,150633
21230,1,15,3,8.0,20200220,4,150642
21231,2,18,7,15.0,20200220,4,150715
21232,2,19,3,16.0,20200220,4,150727
21233,1,14,1,,20200220,4,150901
21234,1,5,2,,20200220,4,150948
21235,1,12,4,2.0,20200220,4,151019
21236,1,17,2,,20200220,4,151058
21237,2,19,3,16.0,20200220,4,151140
21238,1,20,2,,20200220,4,151229
21239,1,17,1,,20200220,4,151300
21240,1,19,2,,20200220,4,151431
21241,1,20,1,,20200220,4,151510
21242,2,22,4,15.0,20200220,4,151533
21243,2,18,8,15.0,20200220,4,151613
21244,2,21,4,15.0,20200220,4,151743
21245,1,15,7,8.0,20200220,4,151826
21246,1,18,2,,20200220,4,151838
21247,2,22,3,15.0,20200220,4,152006
21248,1,9,3,4.0,20200220,4,152053
21249,1,11,15,,20200220,4,152205
21250,1,17,2,,20200220,4,152337
21251,1,10,1,,20200220,4,152418
21252,1,17,1,,20200220,4,152626
21253,1,15,8,8.0,20200220,4,152634
21254,1,20,2,,20200220,4,152651
21255,1,5,1,,20200220,4,152755
21256,2,12,4,17.0,20200220,4,152810
21257,1,12,2,,20200220,4,152835
21258,1,17,2,,20200220,4,152908
21259,1,3,2,,20200220,4,153341
21260,1,21,2,,20200220,4,153350
21261,1,12,1,,20200220,4,153433
21262,1,11,11,,20200220,4,153442
21263,1,18,1,,20200220,4,153640
21264,1,15,4,8.0,20200220,4,153640
21265,1,21,1,,20200220,4,153642
21266,1,16,1,,20200220,4,153813
21267,1,12,2,,20200220,4,153910
21268,1,17,1,,20200220,4,153938
21269,2,21,4,15.0,20200220,4,154144
21270,1,15,2,,20200220,4,154154
21271,1,13,2,,20200220,4,154246
21272,1,20,1,,20200220,4,154317
21273,1,14,4,19.0,20200220,4,154413
21274,1,2,3,4.0,20200220,4,154418
21275,1,2,8,3.0,20200220,4,154427
21276,1,12,1,,20200220,4,154458
21277,1,16,2,,20200220,4,154533
21278,1,15,1,,20200220,4,154544
21279,1,3,1,,20200220,4,154621
21280,1,4,3,4.0,20200220,4,154741
21281,1,3,3,19.0,20200220,4,154909
21282,2,15,3,18.0,20200220,4,155053
21283,1,7,3,4.0,20200220,4,155059
21284,1,19,1,,20200220,4,155144
21285,2,18,3,16.0,20200220,4,155155
21286,2,20,4,18.0,20200220,4,155335
21287,1,17,2,,20200220,4,155504
21288,1,3,8,9.0,20200220,4,155506
21289,2,20,8,18.0,20200220,4,155536
21290,1,14,7,19.0,20200220,4,155616
21291,2,19,3,16.0,20200220,4,155629
21292,1,15,7,8.0,20200220,4,155727
21293,1,12,3,2.0,20200220,4,155841
21294,1,19,3,19.0,20200220,4,155917
21295,1,12,7,5.0,20200220,4,160023
21296,1,11,2,,20200220,4,160054
21297,1,15,2,,20200220,4,160241
21298,1,16,1,,20200220,4,160625
21299,2,22,4,15.0,20200220,4,160729
21300,1,15,1,,20200220,4,160803
21301,2,18,7,16.0,20200220,4,160859
21302,1,17,1,,20200220,4,160929
21303,1,14,7,19.0,20200220,4,160932
21304,1,9,3,3.0,20200220,4,160935
21305,2,20,8,18.0,20200220,4,160950
21306,2,18,3,15.0,20200220,4,160953
21307,1,17,5,4.0,20200220,4,161001
21308,1,10,11,,20200220,4,161006
21309,2,21,3,15.0,20200220,4,161034
21310,1,8,1,,20200220,4,161038
21311,1,12,4,2.0,20200220,4,161046
21312,1,8,3,3.0,20200220,4,161107
21313,1,17,5,7.0,20200220,4,161203
21314,2,12,4,17.0,20200220,4,161348
21315,2,20,7,18.0,20200220,4,161444
21316,2,20,4,18.0,20200220,4,161600
21317,1,10,15,,20200220,4,161745
21318,2,18,8,16.0,20200220,4,161806
21319,1,11,1,,20200220,4,161914
21320,1,20,2,,20200220,4,161915
21321,1,6,2,,20200220,4,161942
21322,1,15,2,,20200220,4,162018
21323,1,4,2,,20200220,4,162146
21324,2,19,3,18.0,20200220,4,162201
21325,2,18,3,15.0,20200220,4,162231
21326,1,3,7,3.0,20200220,4,162232
21327,2,22,3,18.0,20200220,4,162246
21328,1,16,8,12.0,20200220,4,162259
21329,2,18,8,16.0,20200220,4,162420
21330,1,2,2,,20200220,4,162447
21331,2,14,3,18.0,20200220,4,162506
21332,1,15,1,,20200220,4,162619
21333,1,14,2,,20200220,4,162621
21334,1,16,8,10.0,20200220,4,162635
21335,1,12,3,5.0,20200220,4,162854
21336,1,13,1,,20200220,4,162925
21337,1,14,1,,20200220,4,162941
21338,2,13,4,18.0,20200220,4,163149
21339,1,1,8,3.0,20200220,4,163153
21340,1,16,7,13.0,20200220,4,163301
21341,1,10,15,,20200220,4,163343
21342,1,5,2,,20200220,4,163352
21343,2,19,3,17.0,20200220,4,163414
21344,2,21,4,15.0,20200220,4,163509
21345,1,21,2,,20200220,4,163619
21346,2,18,8,15.0,20200220,4,163649
21347,1,19,2,,20200220,4,163652
21348,1,5,1,,20200220,4,163734
21349,1,16,8,12.0,20200220,4,163811
21350,1,13,2,,20200220,4,163851
21351,1,13,1,,20200220,4,163908
21352,1,6,1,,20200220,4,164145
21353,1,8,3,3.0,20200220,4,164211
21354,2,13,3,15.0,20200220,4,164348
21355,1,19,1,,20200220,4,164544
21356,1,16,4,13.0,20200220,4,164621
21357,1,15,8,8.0,20200220,4,164644
21358,2,22,3,15.0,20200220,4,164652
21359,1,11,2,,20200220,4,164902
21360,1,3,8,4.0,20200220,4,164903
21361,1,17,2,,20200220,4,164911
21362,1,13,8,11.0,20200220,4,164942
21363,2,18,3,15.0,20200220,4,165143
21364,1,16,7,12.0,20200220,4,165209
21365,1,1,3,4.0,20200220,4,165530
21366,1,3,2,,20200220,4,165603
21367,1,3,1,,20200220,4,165611
21368,1,16,3,3.0,20200220,4,165644
21369,1,7,3,3.0,20200220,4,165701
21370,1,9,3,3.0,20200220,4,165713
21371,2,18,4,16.0,20200220,4,165858
21372,1,20,1,,20200220,4,165952
21373,1,19,2,,20200221,5,90042
21374,1,14,4,11.0,20200221,5,90049
21375,1,17,1,,20200221,5,90138
21376,1,5,3,3.0,20200221,5,90319
21377,2,22,4,15.0,20200221,5,90408
21378,1,12,7,7.0,20200221,5,90419
21379,1,12,7,1.0,20200221,5,90450
21380,1,5,3,3.0,20200221,5,90820
21381,1,16,8,13.0,20200221,5,90920
21382,2,17,5,15.0,20200221,5,91053
21383,1,14,2,,20200221,5,91056
21384,2,20,4,18.0,20200221,5,91138
21385,1,10,15,,20200221,5,91207
21386,1,15,8,8.0,20200221,5,91212
21387,2,22,3,15.0,20200221,5,91224
21388,1,21,1,,20200221,5,91225
21389,1,12,2,,20200221,5,91405
21390,1,12,1,,20200221,5,91540
21391,1,15,8,8.0,20200221,5,91621
21392,1,19,1,,20200221,5,91844
21393,1,15,3,8.0,20200221,5,91915
21394,1,3,4,11.0,20200221,5,91948
21395,1,16,8,12.0,20200221,5,92012
21396,1,8,2,,20200221,5,92039
21397,2,20,4,18.0,20200221,5,92205
21398,1,19,2,,20200221,5,92217
21399,1,1,8,9.0,20200221,5,92223
21400,2,22,3,18.0,20200221,5,92400
21401,1,15,7,8.0,20200221,5,92432
21402,1,3,8,3.0,20200221,5,92444
21403,2,21,3,18.0,20200221,5,92636
21404,1,16,3,10.0,20200221,5,92749
21405,2,20,4,18.0,20200221,5,92759
21406,1,17,2,,20200221,5,92823
21407,1,11,1,,20200221,5,92901
21408,1,14,1,,20200221,5,92936
21409,1,3,4,9.0,20200221,5,93110
21410,1,19,1,,20200221,5,93124
21411,1,7,3,4.0,20200221,5,93124
21412,2,19,3,18.0,20200221,5,93143
21413,2,20,3,17.0,20200221,5,93434
21414,1,17,1,,20200221,5,93454
21415,1,12,3,5.0,20200221,5,93639
21416,1,13,7,11.0,20200221,5,93657
21417,1,8,1,,20200221,5,93733
21418,1,16,8,14.0,20200221,5,93801
21419,1,17,2,,20200221,5,93807
21420,1,15,2,,20200221,5,93910
21421,1,5,2,,20200221,5,93948
21422,1,3,2,,20200221,5,94036
21423,1,19,2,,20200221,5,94046
21424,2,18,3,15.0,20200221,5,94136
21425,1,12,8,5.0,20200221,5,94212
21426,1,12,7,5.0,20200221,5,94301
21427,1,15,1,,20200221,5,94303
21428,1,16,8,14.0,20200221,5,94515
21429,1,16,8,12.0,20200221,5,94613
21430,1,6,2,,20200221,5,94621
21431,1,17,1,,20200221,5,94644
21432,2,18,3,16.0,20200221,5,94655
21433,1,1,2,,20200221,5,94824
21434,1,12,4,5.0,20200221,5,94913
21435,1,19,1,,20200221,5,95219
21436,1,3,1,,20200221,5,95310
21437,2,22,4,15.0,20200221,5,95350
21438,2,21,4,15.0,20200221,5,95353
21439,1,15,2,,20200221,5,95417
21440,2,21,4,15.0,20200221,5,95554
21441,1,18,2,,20200221,5,95654
21442,1,5,1,,20200221,5,95816
21443,1,16,2,,20200221,5,95825
21444,1,16,1,,20200221,5,95828
21445,1,5,3,4.0,20200221,5,95946
21446,1,6,1,,20200221,5,95953
21447,1,12,7,1.0,20200221,5,100001
21448,1,16,2,,20200221,5,100028
21449,1,11,11,,20200221,5,100036
21450,1,4,1,,20200221,5,100107
21451,1,8,2,,20200221,5,100113
21452,1,10,11,,20200221,5,100129
21453,1,18,1,,20200221,5,100231
21454,1,1,1,,20200221,5,100303
21455,1,1,4,12.0,20200221,5,100309
21456,2,22,4,15.0,20200221,5,100326
21457,1,16,1,,20200221,5,100333
21458,1,10,13,,20200221,5,100433
21459,2,21,3,15.0,20200221,5,100436
21460,1,15,1,,20200221,5,100443
21461,1,10,13,,20200221,5,100557
21462,1,9,2,,20200221,5,101000
21463,2,14,7,18.0,20200221,5,101142
21464,2,22,3,15.0,20200221,5,101301
21465,1,22,2,,20200221,5,101309
21466,2,18,3,15.0,20200221,5,101329
21467,1,7,2,,20200221,5,101340
21468,2,15,3,18.0,20200221,5,101341
21469,2,18,3,15.0,20200221,5,101515
21470,1,22,1,,20200221,5,101537
21471,1,10,14,,20200221,5,101623
21472,2,20,3,18.0,20200221,5,101648
21473,1,12,3,5.0,20200221,5,101649
21474,1,12,4,2.0,20200221,5,101714
21475,2,14,3,16.0,20200221,5,101904
21476,1,15,7,8.0,20200221,5,101952
21477,1,4,2,,20200221,5,101957
21478,1,7,1,,20200221,5,102005
21479,1,17,2,,20200221,5,102017
21480,1,17,1,,20200221,5,102033
21481,1,1,2,,20200221,5,102059
21482,1,13,2,,20200221,5,102155
21483,2,14,7,18.0,20200221,5,102454
21484,1,17,5,9.0,20200221,5,102621
21485,2,18,3,16.0,20200221,5,102636
21486,1,15,2,,20200221,5,102701
21487,1,2,1,,20200221,5,102757
21488,1,17,2,,20200221,5,102916
21489,1,15,1,,20200221,5,102922
21490,2,22,3,15.0,20200221,5,102941
21491,1,19,2,,20200221,5,103031
21492,2,12,8,17.0,20200221,5,103146
21493,1,19,1,,20200221,5,103330
21494,1,15,7,8.0,20200221,5,103353
21495,1,12,4,1.0,20200221,5,103409
21496,1,3,7,4.0,20200221,5,103443
21497,1,16,7,13.0,20200221,5,103517
21498,1,17,1,,20200221,5,103602
21499,1,1,1,,20200221,5,103644
21500,1,11,14,,20200221,5,103652
21501,1,2,3,19.0,20200221,5,103727
21502,1,15,2,,20200221,5,103744
21503,1,16,4,13.0,20200221,5,103757
21504,2,20,7,18.0,20200221,5,103757
21505,1,16,2,,20200221,5,103824
21506,1,22,2,,20200221,5,103849
21507,1,3,4,3.0,20200221,5,103942
21508,1,15,1,,20200221,5,104023
21509,2,18,7,16.0,20200221,5,104036
21510,2,18,8,16.0,20200221,5,104037
21511,2,14,3,18.0,20200221,5,104102
21512,1,16,1,,20200221,5,104122
21513,1,10,11,,20200221,5,104204
21514,2,18,7,16.0,20200221,5,104258
21515,1,15,3,8.0,20200221,5,104421
21516,1,19,2,,20200221,5,104428
21517,1,19,1,,20200221,5,104447
21518,1,9,1,,20200221,5,104500
21519,1,10,11,,20200221,5,104514
21520,1,22,1,,20200221,5,104554
21521,1,15,8,8.0,20200221,5,104639
21522,1,22,2,,20200221,5,104706
21523,1,15,7,8.0,20200221,5,104726
21524,1,12,4,2.0,20200221,5,104823
21525,2,21,4,15.0,20200221,5,104949
21526,1,11,15,,20200221,5,105039
21527,2,20,3,18.0,20200221,5,105213
21528,1,3,7,4.0,20200221,5,105223
21529,1,19,3,19.0,20200221,5,105344
21530,1,12,8,1.0,20200221,5,105350
21531,1,9,2,,20200221,5,105514
21532,1,15,7,8.0,20200221,5,105536
21533,1,4,1,,20200221,5,105633
21534,1,17,2,,20200221,5,105651
21535,1,13,1,,20200221,5,105806
21536,1,18,2,,20200221,5,105913
21537,1,11,11,,20200221,5,105918
21538,1,12,7,5.0,20200221,5,105932
21539,2,13,4,18.0,20200221,5,105938
21540,1,10,2,,20200221,5,110133
21541,1,12,4,7.0,20200221,5,110219
21542,1,20,2,,20200221,5,110244
21543,1,15,7,8.0,20200221,5,110333
21544,1,17,1,,20200221,5,110343
21545,1,4,2,,20200221,5,110530
21546,1,17,2,,20200221,5,110642
21547,1,15,4,8.0,20200221,5,110733
21548,1,3,7,9.0,20200221,5,110736
21549,1,2,8,3.0,20200221,5,110805
21550,1,10,1,,20200221,5,110814
21551,1,20,1,,20200221,5,110928
21552,1,10,12,,20200221,5,111031
21553,1,12,2,,20200221,5,111048
21554,1,8,1,,20200221,5,111221
21555,1,4,1,,20200221,5,111241
21556,1,14,7,19.0,20200221,5,111358
21557,1,10,12,,20200221,5,111443
21558,1,19,3,19.0,20200221,5,111756
21559,1,2,3,3.0,20200221,5,111913
21560,1,15,7,8.0,20200221,5,111919
21561,1,18,1,,20200221,5,111919
21562,1,17,1,,20200221,5,112002
21563,1,18,2,,20200221,5,112022
21564,1,11,14,,20200221,5,112118
21565,2,19,3,16.0,20200221,5,112130
21566,2,20,8,18.0,20200221,5,112212
21567,1,13,8,11.0,20200221,5,112258
21568,1,11,14,,20200221,5,112313
21569,1,4,3,3.0,20200221,5,112639
21570,2,14,7,18.0,20200221,5,112854
21571,1,10,11,,20200221,5,112910
21572,1,10,15,,20200221,5,113047
21573,1,14,4,11.0,20200221,5,113049
21574,1,17,2,,20200221,5,113203
21575,2,14,3,17.0,20200221,5,113219
21576,1,16,3,12.0,20200221,5,113222
21577,1,18,1,,20200221,5,113236
21578,1,21,2,,20200221,5,113303
21579,2,20,7,18.0,20200221,5,113351
21580,1,11,2,,20200221,5,113418
21581,2,18,8,15.0,20200221,5,113617
21582,1,1,2,,20200221,5,113718
21583,2,18,4,15.0,20200221,5,113802
21584,1,15,8,8.0,20200221,5,113844
21585,1,11,1,,20200221,5,114030
21586,2,13,8,18.0,20200221,5,114113
21587,1,17,1,,20200221,5,114121
21588,1,22,1,,20200221,5,114148
21589,2,18,4,16.0,20200221,5,114152
21590,1,16,4,14.0,20200221,5,114217
21591,1,21,1,,20200221,5,114327
21592,1,16,4,12.0,20200221,5,114346
21593,1,16,4,10.0,20200221,5,114407
21594,2,19,3,16.0,20200221,5,114737
21595,1,16,2,,20200221,5,114821
21596,2,14,3,15.0,20200221,5,114912
21597,1,21,2,,20200221,5,114917
21598,1,21,1,,20200221,5,114949
21599,1,1,1,,20200221,5,115038
21600,1,16,1,,20200221,5,115051
21601,1,10,15,,20200221,5,115109
21602,1,16,3,19.0,20200221,5,115135
21603,1,11,13,,20200221,5,115208
21604,1,5,3,4.0,20200221,5,115216
21605,2,20,7,18.0,20200221,5,115225
21606,2,18,8,16.0,20200221,5,115300
21607,1,15,7,8.0,20200221,5,115342
21608,1,19,2,,20200221,5,115359
21609,1,11,2,,20200221,5,115431
21610,1,8,2,,20200221,5,115501
21611,1,16,4,12.0,20200221,5,115509
21612,1,19,1,,20200221,5,115528
21613,1,19,2,,20200221,5,115535
21614,1,16,8,10.0,20200221,5,115551
21615,1,10,14,,20200221,5,115622
21616,1,19,1,,20200221,5,115705
21617,1,2,3,19.0,20200221,5,115818
21618,2,18,7,15.0,20200221,5,115920
21619,1,1,7,10.0,20200221,5,120112
21620,1,19,3,19.0,20200221,5,120114
21621,1,12,1,,20200221,5,120255
21622,2,18,4,16.0,20200221,5,120311
21623,1,10,15,,20200221,5,120357
21624,1,22,2,,20200221,5,120420
21625,1,18,2,,20200221,5,120440
21626,1,16,7,13.0,20200221,5,120526
21627,1,12,3,5.0,20200221,5,120738
21628,1,17,5,13.0,20200221,5,120753
21629,2,19,3,18.0,20200221,5,120801
21630,1,12,4,1.0,20200221,5,120803
21631,1,5,3,3.0,20200221,5,120835
21632,1,16,2,,20200221,5,120857
21633,1,1,8,3.0,20200221,5,120857
21634,1,11,1,,20200221,5,120910
21635,1,5,2,,20200221,5,120914
21636,1,1,8,3.0,20200221,5,120955
21637,1,4,3,4.0,20200221,5,121049
21638,1,4,3,3.0,20200221,5,121135
21639,1,4,2,,20200221,5,121222
21640,1,12,2,,20200221,5,121322
21641,1,11,12,,20200221,5,121340
21642,1,16,1,,20200221,5,121519
21643,1,20,2,,20200221,5,121552
21644,1,9,1,,20200221,5,121602
21645,1,18,1,,20200221,5,121611
21646,1,2,2,,20200221,5,121655
21647,2,21,3,18.0,20200221,5,121752
21648,1,16,2,,20200221,5,121923
21649,2,21,3,15.0,20200221,5,121927
21650,1,3,4,12.0,20200221,5,121932
21651,2,18,3,15.0,20200221,5,122024
21652,1,12,1,,20200221,5,122114
21653,1,7,2,,20200221,5,122127
21654,1,20,1,,20200221,5,122409
21655,1,15,4,8.0,20200221,5,122413
