System,User,Operation,Object,Date,Time
SALES,kespiel,SELECT,DISTRIBUTORS,2020-04-10,13:19:02
PM,ktarnows,SELECT,TASKS,2020-04-10,14:07:48
PM,rbielik,SELECT,TASKS,2020-04-10,14:21:52
SALES,apuzon,UPDATE,WAREHOUSES,2020-04-10,16:35:41
PM,app,ALTER USER,none,2020-04-13,10:48:27
PM,zfenicki,SELECT,PAYMENTS,2020-04-13,11:49:22
PM,sbaszel,UPDATE,PAYMENTS,2020-04-13,13:11:44
SALES,mjarcinska,SELECT,WAREHOUSES,2020-04-13,13:36:54
PM,amaly,LOGOFF,none,2020-04-13,14:25:29
PM,zfenicki,LOGOFF,none,2020-04-13,14:30:46
SALES,sbaszel,SELECT,PRODUCTS,2020-04-13,15:33:27
PM,mwarzycha,INSERT,PROJECTS,2020-04-14,09:04:27
PM,amaly,INSERT,PROJECT_DETAILS,2020-04-14,09:36:34
PM,mwyjko,INSERT,PROJECTS,2020-04-14,10:46:17
PM,kespiel,LOGOFF,none,2020-04-14,11:48:20
PM,amaly,ALTER,SKILLS,2020-04-14,14:44:56
SALES,zfenicki,UPDATE,PRODUCTS,2020-04-14,16:14:57
PM,mwarzycha,INSERT,PROJECT_CATEGORY,2020-04-15,09:16:38
SALES,mszkopianski,INSERT,DISTRIBUTORS,2020-04-15,09:24:37
PM,mwarzycha,LOGOFF,none,2020-04-15,11:50:56
PM,mszkopianski,SELECT,EXPERIENCES,2020-04-15,11:51:19
SALES,ktarnows,SELECT,ORDERS,2020-04-15,14:30:55
PM,amaly,ALTER,TASKS,2020-04-15,16:19:30
PM,apuzon,DELETE,CUSTOMERS,2020-04-16,10:09:51
PM,mwarzycha,LOGOFF,none,2020-04-16,10:59:15
SALES,aosinska,INSERT,WAREHOUSES,2020-04-16,15:10:16
PM,mwarzycha,UPDATE,PROJECT_TYPE,2020-04-16,15:15:44
PM,aosinska,LOGOFF,none,2020-04-16,15:41:35
PM,sbaszel,LOGOFF,none,2020-04-16,15:43:51
SALES,sbaszel,SELECT,PRODUCTS,2020-04-17,09:14:05
PM,apuzon,LOGOFF,none,2020-04-17,10:25:58
SALES,mwarzycha,DELETE,WAREHOUSES,2020-04-17,11:45:25
PM,aosinska,INSERT,EXPERIENCES,2020-04-17,12:46:55
PM,mwarzycha,INSERT,PAYMENTS,2020-04-17,13:21:41
SALES,mwarzycha,UPDATE,ORDERS,2020-04-17,15:32:02
PM,jsmidt,LOGOFF,none,2020-04-17,16:16:49
PM,sbaszel,DELETE,PAYMENTS,2020-04-17,16:34:12
PM,gnyski,SELECT,PROJECT_CATEGORY,2020-04-20,09:22:09
PM,apuzon,INSERT,EXPERIENCES,2020-04-20,10:57:13
PM,mwarzycha,UPDATE,PROJECT_CATEGORY,2020-04-20,12:41:19
PM,zkrepy,LOGOFF,none,2020-04-20,14:53:59
PM,mwarzycha,LOGOFF,none,2020-04-20,15:20:26
PM,sbaszel,SELECT,CUSTOMERS,2020-04-20,15:54:05
PM,pskala,UPDATE,DIVISIONS,2020-04-20,16:18:39
PM,mwarzycha,ALTER,SKILLS,2020-04-21,12:46:59
SALES,zkrepy,DELETE,PRODUCTS,2020-04-21,13:20:28
PM,sbaszel,SELECT,PROJECT_CATEGORY,2020-04-21,15:50:03
PM,rbielik,LOGOFF,none,2020-04-22,09:02:48
PM,apuzon,SELECT,TASKS,2020-04-22,09:46:45
PM,aosinska,INSERT,PAYMENTS,2020-04-22,10:10:52
PM,amaly,UPDATE,EXPERIENCES,2020-04-22,10:56:52
PM,rbielik,LOGOFF,none,2020-04-22,11:26:45
PM,amaly,LOGOFF,none,2020-04-22,13:28:07
PM,kuszka,LOGOFF,none,2020-04-23,11:45:54
PM,amaly,INSERT,PAYMENTS,2020-04-23,13:29:52
PM,app,SELECT,TASKS,2020-04-23,13:37:04
PM,app,UPDATE,TASKS,2020-04-23,14:40:19
PM,kespiel,ALTER,EMPLOYEES,2020-04-23,15:57:15
PM,app,INSERT,PROJECTS,2020-04-24,12:47:42
SALES,amaly,SELECT,DISTRIBUTORS,2020-04-24,14:49:06
PM,kespiel,LOGOFF,none,2020-04-24,15:53:33
PM,mwyjko,CREATE ROLE,none,2020-04-27,13:23:15
PM,aosinska,SELECT,PAYMENTS,2020-04-27,13:24:51
SALES,mwarzycha,INSERT,ORDERS,2020-04-27,15:30:50
PM,app,INSERT,PROJECT_CATEGORY,2020-04-28,10:20:11
PM,gnyski,DROP USER,none,2020-04-28,11:35:04
SALES,ktarnows,INSERT,DISTRIBUTORS,2020-04-28,11:47:58
SALES,app,SELECT,WAREHOUSES,2020-04-28,12:34:31
PM,mwarzycha,LOGOFF,none,2020-04-28,13:02:37
SALES,gnyski,INSERT,WAREHOUSES,2020-04-28,13:26:45
PM,mwyjko,LOGOFF,none,2020-04-28,13:27:04
PM,gostrow,DELETE,CLIENTS,2020-04-28,15:42:35
SALES,rbielik,UPDATE,ORDERS,2020-04-28,16:02:54
PM,kespiel,LOGOFF,none,2020-04-29,10:31:46
PM,adynka,ALTER,CUSTOMERS,2020-04-29,11:03:45
PM,sbaszel,UPDATE,PAYMENTS,2020-04-29,11:26:08
PM,mszkopianski,LOGOFF,none,2020-04-29,14:50:50
SALES,kespiel,DELETE,ORDERS,2020-04-29,15:31:20
SALES,kuszka,SELECT,WAREHOUSES,2020-04-29,16:26:44
SALES,mwarzycha,DELETE,ORDERS,2020-04-29,16:48:40
PM,sbaszel,DELETE,PROJECT_TYPE,2020-04-30,09:01:57
SALES,rbielik,UPDATE,ORDERS,2020-04-30,13:22:00
PM,mwarzycha,LOGOFF,none,2020-04-30,13:37:46
PM,mwarzycha,LOGOFF,none,2020-04-30,14:13:27
PM,apuzon,LOGOFF,none,2020-04-30,16:48:31
PM,mszkopianski,UPDATE,ASSIGNMENTS,2020-05-01,12:13:08
SALES,amaly,SELECT,ORDERS,2020-05-01,12:23:46
SALES,tlalka,SELECT,WAREHOUSES,2020-05-01,12:55:17
PM,mwarzycha,LOGOFF,none,2020-05-01,13:54:14
PM,kuszka,DELETE,PROJECT_STATUS,2020-05-01,14:03:09
SALES,zkrepy,INSERT,ORDERS,2020-05-01,14:55:14
PM,apuzon,DELETE,SKILLS,2020-05-01,15:36:58
PM,gnyski,CREATE ROLE,none,2020-05-01,16:39:44
SALES,kespiel,UPDATE,WAREHOUSES,2020-05-04,09:52:13
SALES,amaly,DELETE,ORDERS,2020-05-04,11:38:31
SALES,kespiel,UPDATE,WAREHOUSES,2020-05-04,11:46:34
PM,mjarcinska,DELETE,PAYMENTS,2020-05-04,11:56:06
PM,amaly,UPDATE,CLIENTS,2020-05-04,12:55:38
SALES,app,INSERT,PRODUCTS,2020-05-04,14:58:32
PM,apuzon,LOGOFF,none,2020-05-05,10:07:14
SALES,amaly,DELETE,DISTRIBUTORS,2020-05-05,11:34:23
PM,mwyjko,CREATE ROLE,none,2020-05-05,15:28:15
SALES,app,SELECT,ORDERS,2020-05-05,16:55:02
PM,ktarnows,UPDATE,PROJECT_STATUS,2020-05-06,09:12:31
PM,app,LOGOFF,none,2020-05-06,09:52:59
SALES,gostrow,SELECT,ORDERS,2020-05-06,14:18:03
SALES,mjarcinska,SELECT,DISTRIBUTORS,2020-05-06,14:46:27
PM,apuzon,LOGOFF,none,2020-05-06,16:05:05
SALES,kespiel,DELETE,PRODUCTS,2020-05-06,16:25:02
SALES,amaly,UPDATE,ORDERS,2020-05-07,12:00:38
SALES,kespiel,SELECT,PRODUCTS,2020-05-07,14:20:52
SALES,gostrow,DELETE,ORDERS,2020-05-07,14:45:58
SALES,amaly,UPDATE,WAREHOUSES,2020-05-07,15:14:04
SALES,rbielik,DELETE,WAREHOUSES,2020-05-07,16:56:21
PM,apuzon,INSERT,ASSIGNMENTS,2020-05-08,09:14:21
SALES,mjarcinska,INSERT,ORDERS,2020-05-08,10:25:01
PM,rbielik,SELECT,ASSIGNMENTS,2020-05-08,10:44:22
PM,app,INSERT,EMPLOYEES,2020-05-08,11:31:18
PM,app,LOGOFF,none,2020-05-08,11:53:36
PM,rbielik,UPDATE,EMPLOYEES,2020-05-08,12:16:17
SALES,kuszka,INSERT,WAREHOUSES,2020-05-08,15:25:10
PM,apuzon,INSERT,EXPERIENCES,2020-05-08,15:48:12
PM,zkrepy,SELECT,SKILLS,2020-05-08,16:31:06
SALES,apuzon,DELETE,PRODUCTS,2020-05-11,12:46:52
PM,kuszka,INSERT,PROJECT_TYPE,2020-05-11,13:39:29
SALES,zfenicki,UPDATE,WAREHOUSES,2020-05-11,14:20:23
SALES,ktarnows,SELECT,ORDERS,2020-05-11,14:59:59
PM,ktarnows,LOGOFF,none,2020-05-12,11:36:15
PM,mszkopianski,LOGOFF,none,2020-05-12,16:13:35
SALES,kespiel,INSERT,PRODUCTS,2020-05-13,12:18:52
PM,sbaszel,INSERT,CLIENTS,2020-05-13,14:18:21
PM,rbielik,ALTER,DIVISIONS,2020-05-13,14:42:41
PM,pskala,LOGOFF,none,2020-05-13,14:43:37
SALES,apuzon,INSERT,ORDERS,2020-05-13,16:22:34
PM,amaly,UPDATE,PROJECT_STATUS,2020-05-14,11:05:10
PM,aosinska,DROP USER,none,2020-05-14,12:39:25
PM,mwarzycha,UPDATE,PAYMENTS,2020-05-14,12:49:26
PM,amaly,DELETE,SKILLS,2020-05-14,13:19:48
PM,ktarnows,LOGOFF,none,2020-05-14,14:23:44
PM,rbielik,DROP USER,none,2020-05-14,14:28:42
PM,mwarzycha,ALTER USER,none,2020-05-14,14:56:59
PM,mwarzycha,SELECT,ASSIGNMENTS,2020-05-15,09:21:10
PM,mwarzycha,LOGOFF,none,2020-05-15,09:46:10
PM,amaly,SELECT,CLIENTS,2020-05-15,10:50:21
SALES,app,SELECT,DISTRIBUTORS,2020-05-15,11:51:09
PM,rbielik,LOGOFF,none,2020-05-15,12:23:35
PM,mszkopianski,LOGOFF,none,2020-05-15,15:13:46
PM,kuszka,UPDATE,PROJECT_CATEGORY,2020-05-15,15:56:05
PM,mwarzycha,CREATE ROLE,none,2020-05-18,10:35:35
SALES,app,SELECT,ORDERS,2020-05-18,10:59:19
PM,gostrow,UPDATE,PROJECT_STATUS,2020-05-18,11:45:37
SALES,mszkopianski,DELETE,WAREHOUSES,2020-05-18,11:49:31
SALES,mwyjko,SELECT,WAREHOUSES,2020-05-18,12:39:02
PM,aosinska,LOGOFF,none,2020-05-18,12:57:49
PM,apuzon,UPDATE,CUSTOMERS,2020-05-18,14:13:17
PM,ktarnows,SELECT,TASKS,2020-05-18,15:28:32
SALES,gostrow,INSERT,ORDERS,2020-05-19,12:30:35
SALES,kuszka,ALTER,WAREHOUSES,2020-05-19,12:36:42
SALES,kuszka,UPDATE,WAREHOUSES,2020-05-19,12:42:19
PM,anowotworski,SELECT,EXPERIENCES,2020-05-19,14:35:48
SALES,jsmidt,SELECT,ORDERS,2020-05-19,14:38:33
PM,rbielik,ALTER,EMPLOYEES,2020-05-19,15:52:50
SALES,jsmidt,DELETE,ORDERS,2020-05-19,16:57:14
PM,apuzon,SET ROLE,none,2020-05-20,09:49:52
PM,sbaszel,SELECT,CUSTOMERS,2020-05-20,12:21:23
PM,ktarnows,DELETE,ASSIGNMENTS,2020-05-20,14:23:35
SALES,kuszka,INSERT,WAREHOUSES,2020-05-20,16:34:42
PM,sbaszel,LOGOFF,none,2020-05-21,10:17:19
PM,gostrow,LOGOFF,none,2020-05-21,13:24:02
SALES,apuzon,UPDATE,ORDERS,2020-05-21,15:22:08
PM,sbaszel,ALTER,TASKS,2020-05-22,09:27:58
PM,aosinska,DELETE,CLIENTS,2020-05-22,10:30:26
PM,kespiel,DELETE,PROJECT_DETAILS,2020-05-22,12:06:46
PM,mwyjko,SELECT,PAYMENTS,2020-05-22,12:54:15
PM,rbielik,DELETE,CUSTOMERS,2020-05-22,14:50:23
PM,mwarzycha,SELECT,TASKS,2020-05-22,15:21:08
PM,kuszka,UPDATE,SKILLS,2020-05-25,10:56:08
SALES,apuzon,INSERT,ORDERS,2020-05-25,12:40:44
PM,zkrepy,ALTER,EXPERIENCES,2020-05-25,13:40:23
SALES,sbaszel,SELECT,WAREHOUSES,2020-05-25,15:40:42
PM,ktarnows,SELECT,ASSIGNMENTS,2020-05-25,15:41:05
PM,app,DELETE,PAYMENTS,2020-05-25,16:00:48
PM,ktarnows,LOGOFF,none,2020-05-25,16:00:49
PM,amaly,LOGOFF,none,2020-05-25,16:16:31
PM,sbaszel,LOGOFF,none,2020-05-26,10:04:06
SALES,mjarcinska,SELECT,DISTRIBUTORS,2020-05-26,10:50:03
PM,aosinska,LOGOFF,none,2020-05-26,13:23:48
PM,gnyski,SELECT,PROJECT_STATUS,2020-05-26,14:48:21
PM,amaly,INSERT,PROJECTS,2020-05-26,15:22:36
PM,mwarzycha,INSERT,PAYMENTS,2020-05-26,16:11:30
PM,ktarnows,UPDATE,PROJECT_DETAILS,2020-05-26,16:43:13
PM,ktarnows,CREATE ROLE,none,2020-05-26,16:52:16
PM,kuszka,SELECT,ASSIGNMENTS,2020-05-27,10:53:22
PM,ktarnows,DELETE,PAYMENTS,2020-05-27,11:48:49
SALES,pskala,SELECT,ORDERS,2020-05-27,12:54:55
PM,aosinska,INSERT,SKILLS,2020-05-27,14:09:38
PM,pskala,SELECT,CLIENTS,2020-05-27,14:54:09
PM,app,LOGOFF,none,2020-05-27,15:52:02
PM,mwarzycha,DELETE,PAYMENTS,2020-05-27,16:46:35
SALES,kespiel,INSERT,ORDERS,2020-05-28,09:38:21
PM,sbaszel,DELETE,CLIENTS,2020-05-28,09:57:27
PM,mwarzycha,LOGOFF,none,2020-05-28,11:56:12
PM,aosinska,LOGOFF,none,2020-05-28,12:13:30
PM,rbielik,DROP USER,none,2020-05-28,12:57:11
PM,app,DELETE,CLIENTS,2020-05-28,15:04:47
SALES,apuzon,INSERT,ORDERS,2020-05-28,15:30:55
PM,rbielik,DELETE,CUSTOMERS,2020-05-29,10:27:02
SALES,apuzon,UPDATE,ORDERS,2020-05-29,13:16:08
PM,app,LOGOFF,none,2020-05-29,16:44:33
SALES,gnyski,SELECT,ORDERS,2020-06-01,09:05:49
PM,apuzon,CREATE ROLE,none,2020-06-01,09:26:01
PM,app,LOGOFF,none,2020-06-01,09:33:45
SALES,apuzon,SELECT,ORDERS,2020-06-01,12:16:04
PM,amaly,UPDATE,DIVISIONS,2020-06-01,13:05:00
PM,sbaszel,SELECT,CUSTOMERS,2020-06-01,15:33:31
SALES,mwarzycha,SELECT,DISTRIBUTORS,2020-06-01,16:13:10
PM,apuzon,SELECT,TASKS,2020-06-02,09:38:43
PM,kespiel,SELECT,ASSIGNMENTS,2020-06-02,10:49:47
PM,mjarcinska,SELECT,ASSIGNMENTS,2020-06-02,11:02:13
PM,ktarnows,LOGOFF,none,2020-06-02,13:30:37
SALES,aosinska,INSERT,PRODUCTS,2020-06-02,15:26:52
PM,amaly,DELETE,ASSIGNMENTS,2020-06-02,15:41:33
SALES,tlalka,UPDATE,WAREHOUSES,2020-06-02,15:45:25
PM,aosinska,LOGOFF,none,2020-06-03,09:05:09
PM,apuzon,LOGOFF,none,2020-06-03,10:57:11
PM,apuzon,SELECT,ASSIGNMENTS,2020-06-03,11:38:32
PM,sbaszel,ALTER,DIVISIONS,2020-06-03,14:41:26
PM,apuzon,CREATE ROLE,none,2020-06-03,15:48:34
PM,kuszka,INSERT,PAYMENTS,2020-06-03,16:11:02
PM,amaly,INSERT,PROJECT_TYPE,2020-06-03,16:21:43
PM,aosinska,SELECT,CUSTOMERS,2020-06-04,09:06:47
PM,aosinska,SET ROLE,none,2020-06-04,11:15:32
PM,apuzon,ALTER,CUSTOMERS,2020-06-04,11:18:13
SALES,kespiel,SELECT,ORDERS,2020-06-04,11:29:12
PM,amaly,UPDATE,PROJECT_CATEGORY,2020-06-04,13:47:26
PM,apuzon,SELECT,ASSIGNMENTS,2020-06-04,14:15:13
SALES,sbaszel,INSERT,ORDERS,2020-06-04,14:19:23
PM,ktarnows,SELECT,TASKS,2020-06-04,16:15:49
PM,apuzon,SELECT,CUSTOMERS,2020-06-04,16:47:22
PM,amaly,DELETE,PROJECT_CATEGORY,2020-06-05,13:47:38
PM,aosinska,INSERT,PAYMENTS,2020-06-05,14:06:30
PM,amaly,INSERT,ASSIGNMENTS,2020-06-05,14:29:58
PM,kuszka,DELETE,DEPARTMENTS,2020-06-05,14:39:43
PM,mszkopianski,SELECT,PROJECTS,2020-06-05,14:40:54
PM,apuzon,SELECT,CUSTOMERS,2020-06-05,16:42:52
SALES,zkrepy,SELECT,WAREHOUSES,2020-06-08,09:10:36
PM,mwarzycha,DELETE,CUSTOMERS,2020-06-08,09:16:02
PM,mwyjko,LOGOFF,none,2020-06-08,09:39:47
SALES,rbielik,SELECT,ORDERS,2020-06-08,09:55:12
PM,amaly,LOGOFF,none,2020-06-08,11:03:00
PM,ktarnows,SELECT,PROJECT_STATUS,2020-06-08,11:15:28
SALES,anowotworski,INSERT,ORDERS,2020-06-08,14:06:28
PM,apuzon,UPDATE,PROJECTS,2020-06-08,15:26:15
PM,adynka,ALTER,TASKS,2020-06-08,16:41:37
PM,zfenicki,LOGOFF,none,2020-06-08,16:55:56
SALES,kuszka,SELECT,WAREHOUSES,2020-06-09,11:24:20
SALES,sbaszel,SELECT,WAREHOUSES,2020-06-09,12:01:31
PM,gostrow,DROP USER,none,2020-06-09,13:56:22
SALES,ktarnows,UPDATE,WAREHOUSES,2020-06-09,14:03:44
PM,kespiel,LOGOFF,none,2020-06-10,09:15:00
PM,aosinska,DELETE,SKILLS,2020-06-10,10:17:58
PM,aosinska,CREATE TABLE,none,2020-06-10,13:08:20
PM,amaly,LOGOFF,none,2020-06-10,14:32:10
PM,app,LOGOFF,none,2020-06-10,14:58:39
SALES,app,SELECT,ORDERS,2020-06-11,10:25:10
SALES,app,ALTER,DISTRIBUTORS,2020-06-11,10:50:57
SALES,mwarzycha,SELECT,DISTRIBUTORS,2020-06-11,11:42:51
PM,app,LOGOFF,none,2020-06-11,12:09:56
SALES,app,SELECT,ORDERS,2020-06-11,12:27:00
PM,apuzon,LOGOFF,none,2020-06-11,13:50:44
PM,gostrow,LOGOFF,none,2020-06-11,14:06:39
PM,rbielik,SELECT,CUSTOMERS,2020-06-12,09:03:26
SALES,sbaszel,UPDATE,WAREHOUSES,2020-06-12,11:44:58
PM,sbaszel,LOGOFF,none,2020-06-12,13:48:48
PM,apuzon,INSERT,ASSIGNMENTS,2020-06-12,13:59:46
PM,aosinska,SELECT,CUSTOMERS,2020-06-15,09:01:22
PM,gnyski,CREATE ROLE,none,2020-06-15,11:45:25
PM,apuzon,SELECT,DIVISIONS,2020-06-15,12:33:37
SALES,mwarzycha,UPDATE,WAREHOUSES,2020-06-15,16:17:54
PM,mwarzycha,LOGOFF,none,2020-06-16,11:17:56
PM,kespiel,LOGOFF,none,2020-06-16,13:45:48
PM,app,LOGOFF,none,2020-06-17,09:02:29
PM,aosinska,LOGOFF,none,2020-06-17,11:21:36
PM,gostrow,LOGOFF,none,2020-06-17,14:47:50
SALES,adynka,SELECT,PRODUCTS,2020-06-17,15:00:03
SALES,ktarnows,INSERT,ORDERS,2020-06-17,16:20:33
PM,app,LOGOFF,none,2020-06-17,16:56:39
SALES,ktarnows,UPDATE,PRODUCTS,2020-06-18,09:34:21
PM,gostrow,LOGOFF,none,2020-06-18,11:55:40
SALES,rbielik,UPDATE,PRODUCTS,2020-06-18,13:27:28
PM,gostrow,SET ROLE,none,2020-06-18,13:51:04
PM,app,UPDATE,CLIENTS,2020-06-18,13:57:39
SALES,ktarnows,SELECT,WAREHOUSES,2020-06-18,15:47:15
SALES,aosinska,SELECT,PRODUCTS,2020-06-18,16:10:14
SALES,amaly,SELECT,PRODUCTS,2020-06-19,11:14:17
PM,mwyjko,UPDATE,PAYMENTS,2020-06-19,11:49:47
PM,apuzon,SELECT,SKILLS,2020-06-19,13:55:42
PM,tlalka,INSERT,PROJECT_DETAILS,2020-06-19,14:01:35
PM,app,SELECT,EMPLOYEES,2020-06-22,10:42:06
PM,tlalka,LOGOFF,none,2020-06-22,11:38:30
PM,gnyski,LOGOFF,none,2020-06-22,12:41:51
PM,sbaszel,LOGOFF,none,2020-06-23,09:07:59
PM,adynka,DELETE,PAYMENTS,2020-06-23,09:51:26
PM,pskala,LOGOFF,none,2020-06-23,11:14:09
PM,app,DELETE,PROJECT_CATEGORY,2020-06-23,12:34:49
SALES,mwarzycha,ALTER,ORDERS,2020-06-23,15:16:08
SALES,mwarzycha,SELECT,DISTRIBUTORS,2020-06-23,15:43:14
PM,kuszka,INSERT,PROJECT_DETAILS,2020-06-23,15:45:09
SALES,kuszka,UPDATE,PRODUCTS,2020-06-24,09:27:07
PM,zkrepy,LOGOFF,none,2020-06-24,11:13:02
SALES,rbielik,SELECT,PRODUCTS,2020-06-24,11:37:53
SALES,ktarnows,UPDATE,WAREHOUSES,2020-06-24,12:49:56
SALES,aosinska,UPDATE,WAREHOUSES,2020-06-24,15:10:58
SALES,mjarcinska,UPDATE,ORDERS,2020-06-24,15:14:21
PM,mwarzycha,ALTER,PROJECT_STATUS,2020-06-25,11:19:28
SALES,app,UPDATE,WAREHOUSES,2020-06-25,11:33:26
PM,kespiel,LOGOFF,none,2020-06-25,12:27:24
PM,jsmidt,LOGOFF,none,2020-06-26,10:14:10
PM,sbaszel,LOGOFF,none,2020-06-26,10:21:07
PM,ktarnows,DELETE,TASKS,2020-06-26,11:24:51
SALES,rbielik,INSERT,WAREHOUSES,2020-06-26,11:58:42
PM,gostrow,UPDATE,CUSTOMERS,2020-06-26,13:34:25
PM,mwarzycha,LOGOFF,none,2020-06-26,15:46:19
PM,mjarcinska,INSERT,PROJECT_TYPE,2020-06-29,09:16:13
SALES,ktarnows,SELECT,DISTRIBUTORS,2020-06-29,10:20:34
SALES,sbaszel,SELECT,ORDERS,2020-06-29,13:00:21
SALES,aosinska,INSERT,DISTRIBUTORS,2020-06-29,13:28:40
PM,tlalka,LOGOFF,none,2020-06-29,13:52:38
PM,kuszka,LOGOFF,none,2020-06-29,16:22:57
PM,gnyski,LOGOFF,none,2020-06-30,09:46:56
SALES,kespiel,ALTER,DISTRIBUTORS,2020-06-30,10:56:05
PM,gostrow,LOGOFF,none,2020-06-30,12:23:07
SALES,amaly,SELECT,ORDERS,2020-06-30,14:45:52
PM,kuszka,DELETE,PROJECT_CATEGORY,2020-06-30,14:54:06
PM,gostrow,LOGOFF,none,2020-07-01,10:03:45
PM,gnyski,UPDATE,SKILLS,2020-07-01,11:57:55
PM,mwarzycha,LOGOFF,none,2020-07-01,13:22:57
SALES,ktarnows,SELECT,ORDERS,2020-07-01,14:33:58
PM,ktarnows,INSERT,TASKS,2020-07-01,15:08:46
PM,zfenicki,ALTER USER,none,2020-07-01,15:39:53
PM,mszkopianski,UPDATE,PROJECT_STATUS,2020-07-02,13:24:06
PM,sbaszel,LOGOFF,none,2020-07-02,14:42:08
PM,mwarzycha,LOGOFF,none,2020-07-02,16:07:40
PM,app,SELECT,CUSTOMERS,2020-07-03,09:48:55
SALES,mjarcinska,UPDATE,WAREHOUSES,2020-07-03,11:29:28
PM,app,DELETE,PAYMENTS,2020-07-03,12:43:51
PM,aosinska,LOGOFF,none,2020-07-03,13:31:32
PM,apuzon,LOGOFF,none,2020-07-03,13:34:52
PM,amaly,ALTER USER,none,2020-07-03,13:50:48
PM,aosinska,INSERT,TASKS,2020-07-03,14:04:52
PM,apuzon,LOGOFF,none,2020-07-03,14:05:10
SALES,gostrow,UPDATE,WAREHOUSES,2020-07-03,15:49:56
SALES,apuzon,UPDATE,WAREHOUSES,2020-07-06,09:21:05
PM,apuzon,LOGOFF,none,2020-07-06,09:34:24
SALES,ktarnows,DELETE,WAREHOUSES,2020-07-06,10:06:16
SALES,jsmidt,INSERT,DISTRIBUTORS,2020-07-06,10:54:44
PM,ktarnows,INSERT,PROJECT_STATUS,2020-07-06,10:56:43
PM,kuszka,SELECT,PROJECT_CATEGORY,2020-07-06,13:25:53
PM,mwyjko,LOGOFF,none,2020-07-07,10:10:02
PM,kespiel,SELECT,DEPARTMENTS,2020-07-07,12:27:35
PM,app,DELETE,EXPERIENCES,2020-07-08,10:24:42
SALES,apuzon,INSERT,WAREHOUSES,2020-07-08,13:20:38
PM,gnyski,SET ROLE,none,2020-07-08,14:12:24
PM,mszkopianski,INSERT,SKILLS,2020-07-08,14:53:39
SALES,kuszka,UPDATE,WAREHOUSES,2020-07-08,15:58:58
PM,mwarzycha,SELECT,ASSIGNMENTS,2020-07-08,16:44:46
PM,rbielik,SELECT,TASKS,2020-07-09,09:36:58
PM,mwarzycha,INSERT,PROJECT_CATEGORY,2020-07-09,09:45:09
PM,ktarnows,SELECT,ASSIGNMENTS,2020-07-09,11:35:29
PM,jsmidt,LOGOFF,none,2020-07-09,12:13:58
SALES,aosinska,UPDATE,PRODUCTS,2020-07-09,12:18:35
SALES,apuzon,SELECT,ORDERS,2020-07-09,13:36:16
PM,gostrow,INSERT,PAYMENTS,2020-07-09,15:00:52
PM,ktarnows,SELECT,ASSIGNMENTS,2020-07-09,15:19:14
PM,app,SET ROLE,none,2020-07-09,15:54:34
PM,mwarzycha,DELETE,PROJECT_DETAILS,2020-07-09,16:48:53
PM,mwarzycha,LOGOFF,none,2020-07-09,16:56:47
PM,aosinska,LOGOFF,none,2020-07-10,12:02:33
PM,gnyski,SELECT,TASKS,2020-07-10,12:24:18
PM,mwyjko,SELECT,PROJECT_STATUS,2020-07-10,16:27:34
PM,gnyski,CREATE ROLE,none,2020-07-13,09:28:29
SALES,sbaszel,SELECT,PRODUCTS,2020-07-13,12:12:47
PM,aosinska,DELETE,DIVISIONS,2020-07-13,15:00:44
PM,gnyski,SELECT,CUSTOMERS,2020-07-13,15:16:26
PM,apuzon,LOGOFF,none,2020-07-13,15:16:51
SALES,kuszka,UPDATE,ORDERS,2020-07-13,15:20:31
PM,amaly,UPDATE,EMPLOYEES,2020-07-14,09:08:10
PM,mjarcinska,DELETE,SKILLS,2020-07-14,10:15:20
PM,aosinska,UPDATE,CUSTOMERS,2020-07-14,11:08:05
PM,mwarzycha,LOGOFF,none,2020-07-14,11:43:45
PM,zfenicki,SELECT,ASSIGNMENTS,2020-07-14,12:38:34
PM,aosinska,DELETE,PAYMENTS,2020-07-14,13:16:42
PM,ktarnows,SELECT,CUSTOMERS,2020-07-14,14:35:58
PM,app,ALTER,SKILLS,2020-07-14,14:40:38
SALES,ktarnows,SELECT,PRODUCTS,2020-07-14,15:30:05
SALES,apuzon,INSERT,WAREHOUSES,2020-07-14,15:54:08
PM,amaly,LOGOFF,none,2020-07-14,16:33:15
PM,ktarnows,SELECT,TASKS,2020-07-15,12:01:16
SALES,app,SELECT,ORDERS,2020-07-15,12:24:50
PM,mszkopianski,DELETE,EMPLOYEES,2020-07-15,14:26:53
PM,zfenicki,LOGOFF,none,2020-07-15,14:36:23
PM,zkrepy,ALTER,EMPLOYEES,2020-07-16,09:10:29
PM,aosinska,SELECT,CUSTOMERS,2020-07-16,09:52:54
PM,mjarcinska,LOGOFF,none,2020-07-16,10:36:18
SALES,gostrow,SELECT,ORDERS,2020-07-16,10:54:01
SALES,app,SELECT,ORDERS,2020-07-17,09:46:59
PM,rbielik,LOGOFF,none,2020-07-17,10:13:49
SALES,jsmidt,SELECT,ORDERS,2020-07-17,10:35:07
PM,ktarnows,LOGOFF,none,2020-07-17,11:58:48
PM,kespiel,ALTER,PROJECT_DETAILS,2020-07-17,12:39:19
SALES,pskala,DELETE,ORDERS,2020-07-17,12:50:52
SALES,kuszka,DELETE,ORDERS,2020-07-17,13:21:16
SALES,amaly,UPDATE,WAREHOUSES,2020-07-17,16:50:25
PM,gostrow,SELECT,PROJECTS,2020-07-20,14:15:01
